Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);PM10 (µg/m3);PM10 - ICA;D.vien (grados);H (%);P (mBar);Precipitación (l/m2);R (w/m2);Tº (ºC);V.vien (m/s)
25/03/2017;14:00;4;17;Muy buena / Oso ona;24;61;"Buena / ";58;4;Muy buena / Oso ona;210;93;999,7;0,7;107,7;7,7;1,01
25/03/2017;13:00;5;21;Muy buena / Oso ona;30;57;"Muy buena / ";57;5;Muy buena / Oso ona;145;93;1000;0,9;85;7,5;0,36
25/03/2017;12:00;8;26;Muy buena / Oso ona;37;56;"Muy buena / ";56;4;Muy buena / Oso ona;262;91;1000,2;0,3;89,3;7,5;1,97
25/03/2017;11:00;7;26;Muy buena / Oso ona;36;56;"Muy buena / ";56;4;Muy buena / Oso ona;261;94;1000,3;1;74,5;7,8;1,76
25/03/2017;10:00;6;25;Muy buena / Oso ona;35;53;"Muy buena / ";56;6;Muy buena / Oso ona;203;96;1000,2;0,7;47,3;8,4;1,35
25/03/2017;09:00;7;23;Muy buena / Oso ona;33;58;"Muy buena / ";55;4;Muy buena / Oso ona;247;96;1000,4;0,8;39,8;8,2;2,01
25/03/2017;08:00;4;14;Muy buena / Oso ona;20;68;"Buena / ";54;2;Muy buena / Oso ona;261;96;1000,9;1;18,1;7,8;2,66
25/03/2017;07:00;1;14;Muy buena / Oso ona;16;55;"Muy buena / ";52;5;Muy buena / Oso ona;187;97;1001,5;0,6;3;7,4;0,24
25/03/2017;06:00;1;8;Muy buena / Oso ona;10;51;"Muy buena / ";50;5;Muy buena / Oso ona;270;96;1001,9;0,3;0,7;7,3;0,2
25/03/2017;05:00;1;5;Muy buena / Oso ona;7;53;"Muy buena / ";49;6;Muy buena / Oso ona;246;96;1002,3;0,2;0,7;7,2;0,01
25/03/2017;04:00;1;3;Muy buena / Oso ona;5;57;"Muy buena / ";50;5;Muy buena / Oso ona;247;95;1003;0,3;0,7;7,1;0,43
25/03/2017;03:00;1;3;Muy buena / Oso ona;5;53;"Muy buena / ";52;6;Muy buena / Oso ona;227;94;1004,1;0,4;0,7;7,2;0,43
25/03/2017;02:00;1;5;Muy buena / Oso ona;7;50;"Muy buena / ";55;9;Muy buena / Oso ona;183;93;1004,9;0,4;0,7;7,2;0,27
25/03/2017;01:00;1;9;Muy buena / Oso ona;11;46;"Muy buena / ";61;12;Muy buena / Oso ona;223;85;1005,4;0,4;0,6;7,9;0,62
24/03/2017;24:00;2;9;Muy buena / Oso ona;11;50;"Muy buena / ";68;11;Muy buena / Oso ona;140;80;1005,7;0;0,7;8;0,78
24/03/2017;23:00;5;11;Muy buena / Oso ona;18;46;"Muy buena / ";68;15;Muy buena / Oso ona;126;80;1005,9;0;0,7;8,1;0,9
24/03/2017;22:00;3;24;Muy buena / Oso ona;28;45;"Muy buena / ";72;16;Muy buena / Oso ona;144;76;1006,4;0;0,7;8,8;0,62
24/03/2017;21:00;3;21;Muy buena / Oso ona;26;55;"Muy buena / ";78;17;Muy buena / Oso ona;55;73;1006,8;0;0,7;9,2;0,46
24/03/2017;20:00;5;22;Muy buena / Oso ona;29;69;"Buena / ";83;13;Muy buena / Oso ona;72;69;1006,6;0;0,7;10,1;1,56
24/03/2017;19:00;3;18;Muy buena / Oso ona;23;80;"Buena / ";84;10;Muy buena / Oso ona;34;64;1006,6;0;5,9;11;1,53
24/03/2017;18:00;5;13;Muy buena / Oso ona;21;87;"Buena / ";83;10;Muy buena / Oso ona;40;60;1006,3;0;115,8;12;2,72
24/03/2017;17:00;4;8;Muy buena / Oso ona;15;94;"Buena / ";76;7;Muy buena / Oso ona;20;57;1006,1;0;215,3;12,2;3,66
24/03/2017;16:00;4;7;Muy buena / Oso ona;14;;"Sin datos / ";63;9;Muy buena / Oso ona;28;54;1005,8;0;325,4;12,9;4,17
24/03/2017;15:00;4;9;Muy buena / Oso ona;14;93;"Buena / ";55;7;Muy buena / Oso ona;27;53;1005,3;0;686,8;13,5;4,14
24/03/2017;14:00;9;12;Muy buena / Oso ona;25;84;"Buena / ";49;8;Muy buena / Oso ona;31;53;1005,5;0;604,2;13,6;3,98
24/03/2017;13:00;7;11;Muy buena / Oso ona;22;81;"Buena / ";39;8;Muy buena / Oso ona;35;51;1006;0;754;13,4;3,01
24/03/2017;12:00;6;10;Muy buena / Oso ona;19;80;"Buena / ";31;5;Muy buena / Oso ona;109;48;1006,5;0;684,5;12,8;0,39
24/03/2017;11:00;10;15;Muy buena / Oso ona;29;70;"Buena / ";24;5;Muy buena / Oso ona;358;56;1006,7;0;417,6;11,7;0,35
24/03/2017;10:00;14;25;Muy buena / Oso ona;46;46;"Muy buena / ";19;11;Muy buena / Oso ona;155;70;1006,4;0;559,1;10;0,16
24/03/2017;09:00;45;36;Muy buena / Oso ona;104;15;"Muy buena / ";16;24;Muy buena / Oso ona;246;90;1006,4;0;266,5;5,7;0,85
24/03/2017;08:00;48;36;Muy buena / Oso ona;109;7;"Muy buena / ";18;23;Muy buena / Oso ona;238;92;1005,9;0;72,5;4,5;0,9
24/03/2017;07:00;37;34;Muy buena / Oso ona;91;6;"Muy buena / ";20;22;Muy buena / Oso ona;240;91;1005,3;0,2;12,4;4,2;1,03
24/03/2017;06:00;11;25;Muy buena / Oso ona;42;10;"Muy buena / ";22;31;Muy buena / Oso ona;130;88;1004,5;0,1;0,7;3,8;0,35
24/03/2017;05:00;4;13;Muy buena / Oso ona;19;17;"Muy buena / ";23;15;Muy buena / Oso ona;184;90;1003,8;0;0,6;3,4;0,37
24/03/2017;04:00;1;8;Muy buena / Oso ona;10;23;"Muy buena / ";24;12;Muy buena / Oso ona;177;90;1003,3;0;0,6;3,1;0,36
24/03/2017;03:00;1;8;Muy buena / Oso ona;10;25;"Muy buena / ";24;12;Muy buena / Oso ona;192;90;1003,4;0;0,6;3,4;0,54
24/03/2017;02:00;1;6;Muy buena / Oso ona;8;28;"Muy buena / ";26;12;Muy buena / Oso ona;131;87;1003,3;0;0,6;4;0,8
24/03/2017;01:00;1;10;Muy buena / Oso ona;12;28;"Muy buena / ";31;13;Muy buena / Oso ona;170;87;1003,1;0;0,6;4,4;0,55
23/03/2017;24:00;2;15;Muy buena / Oso ona;19;25;"Muy buena / ";38;16;Muy buena / Oso ona;131;86;1002,9;0;0,6;4,8;0,58
23/03/2017;23:00;4;25;Muy buena / Oso ona;30;20;"Muy buena / ";38;16;Muy buena / Oso ona;250;86;1002,7;0;0,7;5,2;0,85
23/03/2017;22:00;6;29;Muy buena / Oso ona;38;20;"Muy buena / ";41;18;Muy buena / Oso ona;203;83;1002,3;0;0,7;5,5;0,33
23/03/2017;21:00;9;36;Muy buena / Oso ona;50;21;"Muy buena / ";52;23;Muy buena / Oso ona;242;80;1001,8;0;0,7;6,1;0,58
23/03/2017;20:00;12;40;Muy buena / Oso ona;58;25;"Muy buena / ";62;20;Muy buena / Oso ona;218;76;1001;0;0,7;7,1;0,67
23/03/2017;19:00;15;43;Muy buena / Oso ona;65;38;"Muy buena / ";70;17;Muy buena / Oso ona;104;69;1000;0;7;8,5;0,9
23/03/2017;18:00;12;31;Muy buena / Oso ona;49;63;"Buena / ";76;10;Muy buena / Oso ona;358;58;999,4;0;36,7;9,9;0,65
23/03/2017;17:00;6;18;Muy buena / Oso ona;28;79;"Buena / ";78;11;Muy buena / Oso ona;161;40;998,5;0;105,3;12,3;1,24
23/03/2017;16:00;7;15;Muy buena / Oso ona;26;;"Sin datos / ";76;6;Muy buena / Oso ona;193;34;998,2;0;234,1;13,1;1,21
23/03/2017;15:00;6;12;Muy buena / Oso ona;21;86;"Buena / ";70;6;Muy buena / Oso ona;229;35;998,3;0;480,1;12,9;2,09
23/03/2017;14:00;7;13;Muy buena / Oso ona;24;85;"Buena / ";64;5;Muy buena / Oso ona;249;36;998,7;0;507,9;12,4;3,89
23/03/2017;13:00;8;15;Muy buena / Oso ona;27;82;"Buena / ";56;4;Muy buena / Oso ona;250;40;999,2;0;747,9;11,6;3,88
23/03/2017;12:00;12;23;Muy buena / Oso ona;41;72;"Buena / ";51;6;Muy buena / Oso ona;256;44;999,6;0;692,8;10,6;4,09
23/03/2017;11:00;10;18;Muy buena / Oso ona;32;75;"Buena / ";48;5;Muy buena / Oso ona;250;45;999,6;0;775,2;10;3,5
23/03/2017;10:00;8;17;Muy buena / Oso ona;29;74;"Buena / ";47;4;Muy buena / Oso ona;241;49;999,6;0;577,1;9;1,44
23/03/2017;09:00;12;25;Muy buena / Oso ona;43;66;"Buena / ";48;6;Muy buena / Oso ona;231;54;999,9;0;254,2;7,5;1,38
23/03/2017;08:00;25;41;Muy buena / Oso ona;79;37;"Muy buena / ";50;8;Muy buena / Oso ona;185;74;999,5;0;123,2;5,5;0,95
23/03/2017;07:00;28;43;Muy buena / Oso ona;86;17;"Muy buena / ";52;11;Muy buena / Oso ona;221;93;998,9;0;19;2,8;0,53
23/03/2017;06:00;7;26;Muy buena / Oso ona;37;27;"Muy buena / ";57;8;Muy buena / Oso ona;155;96;998,6;0;0,8;2,6;0,51
23/03/2017;05:00;5;14;Muy buena / Oso ona;21;36;"Muy buena / ";62;4;Muy buena / Oso ona;247;97;998,4;0;0,6;3;0,68
23/03/2017;04:00;1;3;Muy buena / Oso ona;5;53;"Muy buena / ";68;5;Muy buena / Oso ona;220;95;998,7;0;0,6;3,7;0,62
23/03/2017;03:00;1;2;Muy buena / Oso ona;4;66;"Buena / ";69;3;Muy buena / Oso ona;196;93;999,1;0;0,6;4,4;0,74
23/03/2017;02:00;1;0;Muy buena / Oso ona;2;79;"Buena / ";69;3;Muy buena / Oso ona;130;91;999,5;0;0,6;4,8;1,49
23/03/2017;01:00;1;2;Muy buena / Oso ona;4;85;"Buena / ";67;2;Muy buena / Oso ona;253;88;999,9;0,3;0,6;5,1;1,88
22/03/2017;24:00;1;7;Muy buena / Oso ona;9;55;"Muy buena / ";64;6;Muy buena / Oso ona;244;92;999,7;0,3;0,6;5,7;1,16
22/03/2017;23:00;1;10;Muy buena / Oso ona;12;56;"Muy buena / ";64;5;Muy buena / Oso ona;243;92;999,6;0;0,7;5,5;0,88
22/03/2017;22:00;2;18;Muy buena / Oso ona;20;58;"Muy buena / ";65;6;Muy buena / Oso ona;248;90;999,5;0;0,7;5,8;0,72
22/03/2017;21:00;2;9;Muy buena / Oso ona;12;80;"Buena / ";68;4;Muy buena / Oso ona;356;86;999,1;0;0,7;6,5;0,98
22/03/2017;20:00;7;20;Muy buena / Oso ona;30;60;"Muy buena / ";64;9;Muy buena / Oso ona;319;90;998,4;0,1;0,7;7,7;0,49
22/03/2017;19:00;8;21;Muy buena / Oso ona;33;62;"Buena / ";63;8;Muy buena / Oso ona;31;88;997,9;0;1,5;8,2;2,32
22/03/2017;18:00;10;23;Muy buena / Oso ona;38;65;"Buena / ";63;7;Muy buena / Oso ona;35;88;997,7;0;28,6;8,4;2,07
22/03/2017;17:00;8;20;Muy buena / Oso ona;32;67;"Buena / ";60;6;Muy buena / Oso ona;35;89;998,3;0,1;60,1;8,4;2,33
22/03/2017;16:00;4;13;Muy buena / Oso ona;20;;"Sin datos / ";56;4;Muy buena / Oso ona;34;88;998,6;0,2;111,2;8,3;2,89
22/03/2017;15:00;6;10;Muy buena / Oso ona;18;74;"Buena / ";53;10;Muy buena / Oso ona;36;85;998,5;0,2;49,5;9,3;2,22
22/03/2017;14:00;5;14;Muy buena / Oso ona;22;71;"Buena / ";48;14;Muy buena / Oso ona;32;70;998,3;0;134,3;11,5;3,83
22/03/2017;13:00;9;26;Muy buena / Oso ona;39;59;"Muy buena / ";42;11;Muy buena / Oso ona;179;53;999,6;0;158,4;12,8;0,72
22/03/2017;12:00;12;30;Muy buena / Oso ona;48;55;"Muy buena / ";39;13;Muy buena / Oso ona;214;54;1000,4;0;166;12,6;2,05
22/03/2017;11:00;11;26;Muy buena / Oso ona;42;59;"Muy buena / ";36;10;Muy buena / Oso ona;218;55;1001;0;219,6;11,9;2,02
22/03/2017;10:00;15;35;Muy buena / Oso ona;57;49;"Muy buena / ";34;12;Muy buena / Oso ona;225;57;1001,6;0;109,4;11;1,21
22/03/2017;09:00;18;41;Muy buena / Oso ona;68;41;"Muy buena / ";33;14;Muy buena / Oso ona;191;57;1001,6;0;108,1;10,4;0,43
22/03/2017;08:00;27;51;Muy buena / Oso ona;92;34;"Muy buena / ";33;13;Muy buena / Oso ona;235;59;1001,3;0;45;9,7;1,45
22/03/2017;07:00;37;50;Muy buena / Oso ona;107;12;"Muy buena / ";33;15;Muy buena / Oso ona;187;85;1001,1;0;10,5;7;0,55
22/03/2017;06:00;6;18;Muy buena / Oso ona;27;24;"Muy buena / ";37;7;Muy buena / Oso ona;211;100;1001,3;0;0,7;5,1;0,71
22/03/2017;05:00;3;10;Muy buena / Oso ona;14;35;"Muy buena / ";41;5;Muy buena / Oso ona;192;100;1001,9;0;0,6;5,2;0,72
22/03/2017;04:00;1;7;Muy buena / Oso ona;9;36;"Muy buena / ";43;9;Muy buena / Oso ona;132;99;1002,7;0;0,6;5,8;1,1
22/03/2017;03:00;1;3;Muy buena / Oso ona;5;40;"Muy buena / ";45;7;Muy buena / Oso ona;163;97;1003,7;0;0,6;6,5;0,56
22/03/2017;02:00;1;2;Muy buena / Oso ona;4;39;"Muy buena / ";49;6;Muy buena / Oso ona;159;97;1004,7;0;0,6;6,8;0,52
22/03/2017;01:00;1;5;Muy buena / Oso ona;7;43;"Muy buena / ";54;8;Muy buena / Oso ona;228;95;1005,9;0;0,6;7,7;0,77
21/03/2017;24:00;1;7;Muy buena / Oso ona;9;45;"Muy buena / ";59;8;Muy buena / Oso ona;178;95;1006,9;0;0,6;7,9;0,4
21/03/2017;23:00;1;12;Muy buena / Oso ona;14;43;"Muy buena / ";59;6;Muy buena / Oso ona;243;95;1007,6;0;0,7;8,2;0,97
21/03/2017;22:00;3;12;Muy buena / Oso ona;17;51;"Muy buena / ";62;8;Muy buena / Oso ona;186;94;1008,4;0;0,7;8,3;0,38
21/03/2017;21:00;3;23;Muy buena / Oso ona;27;50;"Muy buena / ";67;8;Muy buena / Oso ona;206;94;1008,6;0;0,7;8,5;0,42
21/03/2017;20:00;8;30;Muy buena / Oso ona;42;49;"Muy buena / ";73;12;Muy buena / Oso ona;136;93;1008,6;0;0,7;8,8;0,77
21/03/2017;19:00;7;27;Muy buena / Oso ona;37;68;"Buena / ";79;5;Muy buena / Oso ona;85;91;1008,8;0;1,5;8,8;0,31
21/03/2017;18:00;6;20;Muy buena / Oso ona;29;76;"Buena / ";78;4;Muy buena / Oso ona;15;92;1008,7;0;24;9;0,86
21/03/2017;17:00;7;17;Muy buena / Oso ona;28;78;"Buena / ";69;4;Muy buena / Oso ona;33;92;1008,7;0,1;36,2;9,2;1,45
21/03/2017;16:00;5;18;Muy buena / Oso ona;25;;"Sin datos / ";58;4;Muy buena / Oso ona;;;;;;;
21/03/2017;15:00;6;14;Muy buena / Oso ona;23;82;"Buena / ";51;5;Muy buena / Oso ona;31;88;1008,4;0;122,2;10,3;2,44
21/03/2017;14:00;13;16;Muy buena / Oso ona;35;80;"Buena / ";46;3;Muy buena / Oso ona;33;91;1008,7;0,1;181,6;10,1;2,66
21/03/2017;13:00;5;11;Muy buena / Oso ona;18;85;"Buena / ";39;3;Muy buena / Oso ona;30;93;1009;0,2;172,9;10;3,07
21/03/2017;12:00;9;13;Muy buena / Oso ona;26;84;"Buena / ";33;3;Muy buena / Oso ona;35;92;1008,8;0,4;208,7;10,2;4,32
21/03/2017;11:00;7;20;Muy buena / Oso ona;32;64;"Buena / ";27;12;Muy buena / Oso ona;28;91;1008,2;0,4;133,9;10,8;2,16
21/03/2017;10:00;21;39;Muy buena / Oso ona;71;21;"Muy buena / ";24;39;Muy buena / Oso ona;246;81;1007,8;0;115,8;11,1;1,07
21/03/2017;09:00;37;47;Muy buena / Oso ona;104;11;"Muy buena / ";27;43;Buena / Ona;253;80;1007,2;0;79,6;10,7;0,75
21/03/2017;08:00;28;40;Muy buena / Oso ona;83;13;"Muy buena / ";31;51;Buena / Ona;165;82;1007;0;34,8;10;0,32
21/03/2017;07:00;19;34;Muy buena / Oso ona;62;11;"Muy buena / ";34;21;Muy buena / Oso ona;251;86;1006,8;0;11,1;9,6;0,62
21/03/2017;06:00;5;21;Muy buena / Oso ona;28;23;"Muy buena / ";39;17;Muy buena / Oso ona;247;84;1006,6;0;0,7;10;0,46
21/03/2017;05:00;1;9;Muy buena / Oso ona;11;35;"Muy buena / ";43;20;Muy buena / Oso ona;157;83;1006,8;0;0,6;10;0,53
21/03/2017;04:00;1;6;Muy buena / Oso ona;8;39;"Muy buena / ";45;18;Muy buena / Oso ona;229;83;1006,9;0;0,6;10,3;0,65
21/03/2017;03:00;1;6;Muy buena / Oso ona;7;40;"Muy buena / ";48;17;Muy buena / Oso ona;251;83;1007,3;0;0,6;10,5;0,88
21/03/2017;02:00;0;6;Muy buena / Oso ona;6;44;"Muy buena / ";51;19;Muy buena / Oso ona;141;82;1007,7;0;0,6;10,5;0,54
21/03/2017;01:00;1;8;Muy buena / Oso ona;9;43;"Muy buena / ";53;19;Muy buena / Oso ona;252;82;1008,4;0;0,6;10,7;0,76
20/03/2017;24:00;1;8;Muy buena / Oso ona;10;47;"Muy buena / ";57;22;Muy buena / Oso ona;177;81;1008,7;0;0,6;10,8;0,57
20/03/2017;23:00;1;9;Muy buena / Oso ona;11;49;"Muy buena / ";57;22;Muy buena / Oso ona;163;81;1009,2;0;0,6;11;0,49
20/03/2017;22:00;1;12;Muy buena / Oso ona;15;50;"Muy buena / ";58;25;Muy buena / Oso ona;141;82;1009,4;0;0,7;11,1;0,57
20/03/2017;21:00;2;21;Muy buena / Oso ona;25;51;"Muy buena / ";63;24;Muy buena / Oso ona;162;80;1009,2;0;0,7;11,3;0,37
20/03/2017;20:00;7;23;Muy buena / Oso ona;35;57;"Muy buena / ";66;22;Muy buena / Oso ona;36;82;1009;0;0,7;11,2;1,01
20/03/2017;19:00;5;19;Muy buena / Oso ona;26;62;"Buena / ";68;22;Muy buena / Oso ona;18;84;1008,8;0;1,2;11,2;1,29
20/03/2017;18:00;5;20;Muy buena / Oso ona;28;62;"Buena / ";68;25;Muy buena / Oso ona;32;83;1008,3;0;14,9;11,3;2,37
20/03/2017;17:00;7;17;Muy buena / Oso ona;28;67;"Buena / ";69;17;Muy buena / Oso ona;28;77;1008,1;0;31,1;11,8;2,67
20/03/2017;16:00;4;10;Muy buena / Oso ona;16;;"Sin datos / ";67;17;Muy buena / Oso ona;40;76;1007,9;0;79,4;12;3,46
20/03/2017;15:00;3;7;Muy buena / Oso ona;12;83;"Buena / ";63;14;Muy buena / Oso ona;39;68;1007,6;0;499,1;13,3;4,44
20/03/2017;14:00;8;10;Muy buena / Oso ona;21;77;"Buena / ";60;14;Muy buena / Oso ona;33;67;1007,5;0;517,9;13,6;3,91
20/03/2017;13:00;7;14;Muy buena / Oso ona;25;70;"Buena / ";57;13;Muy buena / Oso ona;23;68;1007,7;0;434,1;13,3;2,74
20/03/2017;12:00;15;8;Muy buena / Oso ona;31;68;"Buena / ";57;12;Muy buena / Oso ona;30;69;1007,9;0;301,4;12,8;1,59
20/03/2017;11:00;7;18;Muy buena / Oso ona;29;62;"Buena / ";58;11;Muy buena / Oso ona;244;69;1007,8;0;280,2;12,3;1,07
20/03/2017;10:00;6;13;Muy buena / Oso ona;22;68;"Buena / ";60;8;Muy buena / Oso ona;34;72;1007,5;0;215,3;11,5;0,2
20/03/2017;09:00;9;21;Muy buena / Oso ona;36;59;"Muy buena / ";60;14;Muy buena / Oso ona;128;76;1007,2;0;121,8;10,7;1
20/03/2017;08:00;20;37;Muy buena / Oso ona;67;35;"Muy buena / ";62;22;Muy buena / Oso ona;126;81;1007,6;0;38,6;10,2;0,41
20/03/2017;07:00;6;28;Muy buena / Oso ona;38;39;"Muy buena / ";66;18;Muy buena / Oso ona;261;82;1007,6;0;5,9;10,2;0,6
20/03/2017;06:00;3;16;Muy buena / Oso ona;20;55;"Muy buena / ";72;15;Muy buena / Oso ona;287;81;1007,4;0;0,7;10,2;0,26
20/03/2017;05:00;0;4;Muy buena / Oso ona;4;73;"Buena / ";76;14;Muy buena / Oso ona;93;80;1007,4;0;0,6;10,1;0,3
20/03/2017;04:00;0;5;Muy buena / Oso ona;5;75;"Buena / ";77;13;Muy buena / Oso ona;225;80;1007,6;0;0,6;10,2;0,7
20/03/2017;03:00;0;3;Muy buena / Oso ona;3;72;"Buena / ";78;11;Muy buena / Oso ona;259;79;1008,4;0;0,6;10,5;0,94
20/03/2017;02:00;0;2;Muy buena / Oso ona;3;75;"Buena / ";80;10;Muy buena / Oso ona;308;79;1008,9;0;0,6;10,5;0,57
20/03/2017;01:00;0;4;Muy buena / Oso ona;4;72;"Buena / ";81;10;Muy buena / Oso ona;40;79;1009,2;0;0,6;10,6;0,81
19/03/2017;24:00;1;3;Muy buena / Oso ona;4;80;"Buena / ";84;11;Muy buena / Oso ona;90;77;1009,8;0;0,6;10,7;0,25
19/03/2017;23:00;1;5;Muy buena / Oso ona;6;82;"Buena / ";84;11;Muy buena / Oso ona;73;77;1010,4;0;0,6;10,8;0,9
19/03/2017;22:00;2;7;Muy buena / Oso ona;10;83;"Buena / ";84;12;Muy buena / Oso ona;54;76;1010,7;0;0,7;11;0,96
19/03/2017;21:00;4;8;Muy buena / Oso ona;14;83;"Buena / ";85;12;Muy buena / Oso ona;65;77;1010,7;0;0,7;10,9;1,11
19/03/2017;20:00;3;15;Muy buena / Oso ona;19;80;"Buena / ";85;13;Muy buena / Oso ona;41;77;1010,8;0;0,7;11;2,07
19/03/2017;19:00;4;9;Muy buena / Oso ona;16;83;"Buena / ";85;14;Muy buena / Oso ona;33;78;1010,6;0;1,7;11,1;2,61
19/03/2017;18:00;2;9;Muy buena / Oso ona;12;87;"Buena / ";82;18;Muy buena / Oso ona;33;78;1010,6;0;21,2;11,2;3,18
19/03/2017;17:00;2;6;Muy buena / Oso ona;9;90;"Buena / ";74;15;Muy buena / Oso ona;33;77;1010,6;0;88,9;11,7;4,32
19/03/2017;16:00;1;3;Muy buena / Oso ona;6;;"Sin datos / ";63;14;Muy buena / Oso ona;36;74;1010,3;0;422,1;12,7;5,79
19/03/2017;15:00;1;3;Muy buena / Oso ona;6;90;"Buena / ";57;15;Muy buena / Oso ona;38;72;1010,1;0;660,8;13,6;6,24
19/03/2017;14:00;1;5;Muy buena / Oso ona;7;86;"Buena / ";52;16;Muy buena / Oso ona;39;69;1010,2;0;636;14,3;5,1
19/03/2017;13:00;2;7;Muy buena / Oso ona;10;84;"Buena / ";43;18;Muy buena / Oso ona;36;67;1010,8;0;404,8;14,6;4,53
19/03/2017;12:00;2;7;Muy buena / Oso ona;10;78;"Buena / ";34;19;Muy buena / Oso ona;38;66;1011,3;0;771,7;14,4;3,81
19/03/2017;11:00;4;9;Muy buena / Oso ona;15;68;"Buena / ";27;12;Muy buena / Oso ona;33;65;1011,9;0;689,7;13,6;1,78
19/03/2017;10:00;5;9;Muy buena / Oso ona;18;40;"Muy buena / ";20;11;Muy buena / Oso ona;210;73;1012,6;0;463,9;10,7;0,34
19/03/2017;09:00;6;7;Muy buena / Oso ona;16;24;"Muy buena / ";18;8;Muy buena / Oso ona;251;94;1013;0;185,4;6,3;0,35
19/03/2017;08:00;3;7;Muy buena / Oso ona;11;22;"Muy buena / ";17;12;Muy buena / Oso ona;256;96;1012,9;0;71,2;5,2;0,71
19/03/2017;07:00;3;10;Muy buena / Oso ona;14;14;"Muy buena / ";16;19;Muy buena / Oso ona;130;96;1012,8;0;10,3;4,9;0,77
19/03/2017;06:00;1;7;Muy buena / Oso ona;9;16;"Muy buena / ";18;15;Muy buena / Oso ona;126;95;1012,7;0;0,7;5,1;0,83
19/03/2017;05:00;4;9;Muy buena / Oso ona;15;13;"Muy buena / ";21;12;Muy buena / Oso ona;168;95;1012,6;0;0,7;5,1;0,48
19/03/2017;04:00;1;6;Muy buena / Oso ona;8;18;"Muy buena / ";24;12;Muy buena / Oso ona;139;95;1012,9;0;0,7;5,1;0,5
19/03/2017;03:00;3;10;Muy buena / Oso ona;15;15;"Muy buena / ";30;11;Muy buena / Oso ona;248;94;1013,5;0;0,7;5,4;0,7
19/03/2017;02:00;2;8;Muy buena / Oso ona;11;21;"Muy buena / ";39;13;Muy buena / Oso ona;154;94;1013,9;0;0,7;5,7;0,5
19/03/2017;01:00;4;17;Muy buena / Oso ona;23;18;"Muy buena / ";46;11;Muy buena / Oso ona;224;92;1014,1;0;0,7;6,2;0,44
18/03/2017;24:00;4;18;Muy buena / Oso ona;23;23;"Muy buena / ";55;12;Muy buena / Oso ona;170;91;1014,4;0;0,7;6,8;0,39
18/03/2017;23:00;4;17;Muy buena / Oso ona;23;27;"Muy buena / ";55;14;Muy buena / Oso ona;153;89;1014,9;0;0,7;7,4;0,6
18/03/2017;22:00;4;19;Muy buena / Oso ona;26;33;"Muy buena / ";60;15;Muy buena / Oso ona;144;86;1015,1;0;0,7;8,3;0,27
18/03/2017;21:00;4;25;Muy buena / Oso ona;31;39;"Muy buena / ";68;16;Muy buena / Oso ona;174;81;1015,1;0;0,7;9,5;0,49
18/03/2017;20:00;5;20;Muy buena / Oso ona;27;60;"Muy buena / ";74;13;Muy buena / Oso ona;34;76;1014,8;0;0,7;10,9;1,39
18/03/2017;19:00;3;10;Muy buena / Oso ona;15;75;"Buena / ";77;11;Muy buena / Oso ona;27;73;1014,3;0;3,9;11,4;3,66
18/03/2017;18:00;3;10;Muy buena / Oso ona;14;72;"Buena / ";76;13;Muy buena / Oso ona;33;68;1013,7;0;65,2;12,8;3,12
18/03/2017;17:00;2;7;Muy buena / Oso ona;9;80;"Buena / ";73;12;Muy buena / Oso ona;30;64;1013,9;0;212,5;13,7;2,87
18/03/2017;16:00;2;6;Muy buena / Oso ona;9;;"Sin datos / ";68;11;Muy buena / Oso ona;17;61;1014,5;0;386;13,9;2,98
18/03/2017;15:00;2;6;Muy buena / Oso ona;9;83;"Buena / ";66;11;Muy buena / Oso ona;31;65;1015,3;0;339,7;13,3;2,77
18/03/2017;14:00;3;7;Muy buena / Oso ona;11;81;"Buena / ";64;13;Muy buena / Oso ona;32;64;1015,5;0;290,2;13,4;2,42
18/03/2017;13:00;3;12;Muy buena / Oso ona;17;76;"Buena / ";62;17;Muy buena / Oso ona;38;66;1015,8;0;265,2;13,2;2,6
18/03/2017;12:00;6;12;Muy buena / Oso ona;21;75;"Buena / ";62;15;Muy buena / Oso ona;30;66;1016,1;0;241,3;13;1,91
18/03/2017;11:00;11;19;Muy buena / Oso ona;37;69;"Buena / ";64;14;Muy buena / Oso ona;53;69;1016,2;0;155,1;12,4;1,14
18/03/2017;10:00;6;20;Muy buena / Oso ona;29;56;"Muy buena / ";66;18;Muy buena / Oso ona;277;74;1016,2;0;135,3;11,8;0,34
18/03/2017;09:00;6;17;Muy buena / Oso ona;26;53;"Muy buena / ";68;18;Muy buena / Oso ona;112;76;1016;0;49,9;11,2;0,46
18/03/2017;08:00;6;16;Muy buena / Oso ona;25;49;"Muy buena / ";70;16;Muy buena / Oso ona;121;78;1015,7;0;23;10,7;0,34
18/03/2017;07:00;1;10;Muy buena / Oso ona;12;55;"Muy buena / ";73;15;Muy buena / Oso ona;131;78;1015,9;0;3,1;10,8;0,74
18/03/2017;06:00;1;5;Muy buena / Oso ona;7;65;"Buena / ";76;15;Muy buena / Oso ona;136;77;1015,5;0;0,7;10,9;0,67
18/03/2017;05:00;1;5;Muy buena / Oso ona;7;77;"Buena / ";78;12;Muy buena / Oso ona;225;72;1015,3;0;0,7;11,3;0,62
