Date;Hour;NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);O3 (µg/m3);O3 - ICA;O3 8h (µg/m3);D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
15/03/2017;19:00;0;4;Muy buena / Oso ona;4;82;"Buena / ";64;84;91;974,3;5,8;11;1,46
15/03/2017;18:00;0;5;Muy buena / Oso ona;5;73;"Buena / ";62;31;86;974,2;273;11,6;2,12
15/03/2017;17:00;1;5;Muy buena / Oso ona;7;71;"Buena / ";57;46;83;974,5;707,1;12,3;1,31
15/03/2017;16:00;1;6;Muy buena / Oso ona;8;67;"Buena / ";52;8;85;975,1;922,8;12,2;1,03
15/03/2017;15:00;2;8;Muy buena / Oso ona;11;59;"Muy buena / ";51;26;88;975,7;983,4;11,2;1,98
15/03/2017;14:00;2;7;Muy buena / Oso ona;9;59;"Muy buena / ";52;29;90;976,2;949,4;10,5;4,06
15/03/2017;13:00;1;8;Muy buena / Oso ona;10;63;"Buena / ";52;60;90;977,1;1092;11,1;2,82
15/03/2017;12:00;5;20;Muy buena / Oso ona;28;54;"Muy buena / ";51;82;88;977,9;975,2;11,3;1,81
15/03/2017;11:00;9;27;Muy buena / Oso ona;42;46;"Muy buena / ";53;134;89;978,5;989,2;10,9;2,15
15/03/2017;10:00;13;38;Muy buena / Oso ona;57;37;"Muy buena / ";54;159;99;978,8;663,1;9,3;2,26
15/03/2017;09:00;15;43;Muy buena / Oso ona;66;28;"Muy buena / ";57;151;100;979,1;306,4;9,4;0,8
15/03/2017;08:00;0;5;Muy buena / Oso ona;5;59;"Muy buena / ";62;72;100;979,1;148,1;8,4;0,58
15/03/2017;07:00;0;6;Muy buena / Oso ona;6;66;"Buena / ";62;34;100;979;4;8,1;0,81
15/03/2017;06:00;0;4;Muy buena / Oso ona;4;60;"Muy buena / ";61;43;100;979;0;8,2;1,14
15/03/2017;05:00;0;5;Muy buena / Oso ona;5;59;"Muy buena / ";61;27;100;979,3;0;8,2;1,55
15/03/2017;04:00;0;5;Muy buena / Oso ona;5;66;"Buena / ";61;355;100;979,5;0;8,1;2,29
15/03/2017;03:00;0;9;Muy buena / Oso ona;9;60;"Muy buena / ";;10;100;980,1;0;8;2,44
15/03/2017;02:00;0;11;Muy buena / Oso ona;11;59;"Muy buena / ";;7;100;980,8;0;7,9;2,91
15/03/2017;01:00;0;10;Muy buena / Oso ona;10;64;"Buena / ";;13;100;981,2;0;7,7;2,54
14/03/2017;24:00;0;5;Muy buena / Oso ona;5;64;"Buena / ";;12;100;981,5;0;7,7;1,93
14/03/2017;23:00;0;5;Muy buena / Oso ona;5;59;"Muy buena / ";57;19;100;981,9;0;8;2,67
14/03/2017;22:00;0;5;Muy buena / Oso ona;5;60;"Muy buena / ";56;22;100;982;0;8,3;3,78
14/03/2017;21:00;0;6;Muy buena / Oso ona;6;;"Sin datos / ";55;9;100;981,9;0;8,1;3,17
14/03/2017;20:00;0;5;Muy buena / Oso ona;5;61;"Buena / ";54;19;100;981,8;0;8;2,63
14/03/2017;19:00;0;8;Muy buena / Oso ona;8;56;"Muy buena / ";53;28;100;981,8;0,5;8,2;4,15
14/03/2017;18:00;0;10;Muy buena / Oso ona;10;56;"Muy buena / ";52;11;100;981,5;42,4;8,4;4,14
14/03/2017;17:00;1;8;Muy buena / Oso ona;9;54;"Muy buena / ";50;23;100;981,5;235,6;8,6;2,04
14/03/2017;16:00;0;9;Muy buena / Oso ona;9;54;"Muy buena / ";49;28;100;981,8;60,7;8,7;4,19
14/03/2017;15:00;1;5;Muy buena / Oso ona;6;55;"Muy buena / ";47;38;100;982,2;106,4;8,7;4,95
14/03/2017;14:00;1;4;Muy buena / Oso ona;5;54;"Muy buena / ";47;24;100;982,6;215,1;8,9;4,68
14/03/2017;13:00;2;8;Muy buena / Oso ona;10;49;"Muy buena / ";47;10;100;983,2;464,4;9,3;3,96
14/03/2017;12:00;1;7;Muy buena / Oso ona;9;46;"Muy buena / ";49;12;100;983,8;362,7;9,2;3,86
14/03/2017;11:00;1;9;Muy buena / Oso ona;11;45;"Muy buena / ";52;15;100;983,7;262,3;9,2;3,33
14/03/2017;10:00;2;11;Muy buena / Oso ona;14;45;"Muy buena / ";55;15;100;983,6;198,6;9;1,69
14/03/2017;09:00;1;10;Muy buena / Oso ona;11;42;"Muy buena / ";59;36;100;983;108,1;9;2,52
14/03/2017;08:00;0;13;Muy buena / Oso ona;13;43;"Muy buena / ";63;31;100;982,4;27,1;8,8;4,04
14/03/2017;07:00;0;9;Muy buena / Oso ona;9;50;"Muy buena / ";66;26;100;981,7;1,8;9,1;5,9
14/03/2017;06:00;0;6;Muy buena / Oso ona;6;55;"Muy buena / ";69;25;100;981,2;0;9,1;5,84
14/03/2017;05:00;0;6;Muy buena / Oso ona;6;64;"Buena / ";71;20;100;980,9;0;9;7,66
14/03/2017;04:00;0;7;Muy buena / Oso ona;7;70;"Buena / ";;16;100;980,9;0;8,9;8,33
14/03/2017;03:00;0;4;Muy buena / Oso ona;4;74;"Buena / ";;5;100;981,4;0;8,6;8,13
14/03/2017;02:00;0;3;Muy buena / Oso ona;3;74;"Buena / ";;4;100;982;0;8,5;9
14/03/2017;01:00;0;6;Muy buena / Oso ona;6;72;"Buena / ";;3;100;982,2;0;8,3;8,64
13/03/2017;24:00;0;7;Muy buena / Oso ona;7;72;"Buena / ";;9;100;982,3;0;8,1;8,49
13/03/2017;23:00;0;4;Muy buena / Oso ona;4;72;"Buena / ";65;20;100;982,1;0;8,1;9,74
13/03/2017;22:00;0;5;Muy buena / Oso ona;5;;"Sin datos / ";64;16;100;981,9;0;8,2;9,95
13/03/2017;21:00;0;4;Muy buena / Oso ona;4;67;"Buena / ";65;12;100;981,2;0;8,2;10,85
13/03/2017;20:00;0;7;Muy buena / Oso ona;7;66;"Buena / ";65;13;100;980,4;0;8,2;10,82
13/03/2017;19:00;0;6;Muy buena / Oso ona;6;64;"Buena / ";66;11;100;979,8;0,3;8,2;11,38
13/03/2017;18:00;0;7;Muy buena / Oso ona;7;64;"Buena / ";67;12;100;979,1;5,7;8;11,66
13/03/2017;17:00;0;10;Muy buena / Oso ona;10;61;"Buena / ";69;13;100;978,7;13,3;8;11,17
13/03/2017;16:00;0;10;Muy buena / Oso ona;10;64;"Buena / ";71;9;100;978,5;24,5;8;11,11
13/03/2017;15:00;0;10;Muy buena / Oso ona;10;66;"Buena / ";73;6;100;978,2;40,6;7,8;11,41
13/03/2017;14:00;0;10;Muy buena / Oso ona;10;69;"Buena / ";74;1;100;978,1;50,6;7,5;11,98
13/03/2017;13:00;0;10;Muy buena / Oso ona;10;67;"Buena / ";76;360;100;978,2;50,7;7,2;12,54
13/03/2017;12:00;0;5;Muy buena / Oso ona;5;74;"Buena / ";78;360;100;978,1;52,3;6,9;13,59
13/03/2017;11:00;0;5;Muy buena / Oso ona;5;75;"Buena / ";79;4;100;977,7;38,8;6,9;14,65
13/03/2017;10:00;0;6;Muy buena / Oso ona;6;76;"Buena / ";80;1;97;977,3;40,7;6,9;14,92
13/03/2017;09:00;0;8;Muy buena / Oso ona;8;76;"Buena / ";80;5;94;976,7;30,6;7,1;16,03
13/03/2017;08:00;0;7;Muy buena / Oso ona;7;78;"Buena / ";81;7;91;975,9;16;7,2;16
13/03/2017;07:00;0;7;Muy buena / Oso ona;7;81;"Buena / ";81;7;91;975,2;2;7,2;17,27
13/03/2017;06:00;0;6;Muy buena / Oso ona;6;81;"Buena / ";81;8;93;974,5;0;7,1;17,3
13/03/2017;05:00;0;5;Muy buena / Oso ona;5;82;"Buena / ";;6;91;974,4;0;7,1;17,98
13/03/2017;04:00;0;6;Muy buena / Oso ona;6;81;"Buena / ";;5;89;974;0;7,3;17,44
13/03/2017;03:00;0;5;Muy buena / Oso ona;5;82;"Buena / ";;6;90;973,7;0;7,3;18,12
13/03/2017;02:00;0;6;Muy buena / Oso ona;7;82;"Buena / ";;5;90;973,5;0;7,4;18,56
13/03/2017;01:00;1;5;Muy buena / Oso ona;7;79;"Buena / ";;2;95;973,2;0;6,7;18,26
12/03/2017;24:00;1;5;Muy buena / Oso ona;7;77;"Buena / ";;1;88;973,2;0;7,5;18,72
12/03/2017;23:00;0;5;Muy buena / Oso ona;5;;"Sin datos / ";78;360;88;973,1;0;7,5;17,44
12/03/2017;22:00;0;6;Muy buena / Oso ona;6;75;"Buena / ";78;358;90;972,9;0;7,5;16,9
12/03/2017;21:00;0;3;Muy buena / Oso ona;3;78;"Buena / ";79;352;94;972,6;0;7,2;16,66
12/03/2017;20:00;0;2;Muy buena / Oso ona;2;79;"Buena / ";80;342;92;972,1;0;7,4;16,34
12/03/2017;19:00;0;4;Muy buena / Oso ona;4;75;"Buena / ";81;358;93;971,5;0,4;6,6;18,15
12/03/2017;18:00;0;1;Muy buena / Oso ona;1;79;"Buena / ";81;342;98;970,9;11;6,1;18,51
12/03/2017;17:00;0;1;Muy buena / Oso ona;1;79;"Buena / ";80;325;91;970,6;158,6;7,5;16,31
12/03/2017;16:00;0;2;Muy buena / Oso ona;2;78;"Buena / ";79;322;94;970,2;146,4;7,3;16,34
12/03/2017;15:00;0;1;Muy buena / Oso ona;1;80;"Buena / ";79;320;97;969,7;145,6;7,2;18,58
12/03/2017;14:00;0;2;Muy buena / Oso ona;2;83;"Buena / ";80;312;95;969,8;102,5;7,5;17,51
12/03/2017;13:00;0;2;Muy buena / Oso ona;2;86;"Buena / ";81;311;98;969,7;117,3;8,2;15,66
12/03/2017;12:00;0;2;Muy buena / Oso ona;2;84;"Buena / ";81;313;100;969,8;196,9;7,8;13,89
12/03/2017;11:00;0;3;Muy buena / Oso ona;3;81;"Buena / ";80;308;100;969,1;91,6;8,3;17,64
12/03/2017;10:00;0;7;Muy buena / Oso ona;7;69;"Buena / ";81;284;100;968,6;37,5;8,7;8,52
12/03/2017;09:00;0;5;Muy buena / Oso ona;5;74;"Buena / ";82;263;100;968,5;38,2;8,1;6,11
12/03/2017;08:00;0;7;Muy buena / Oso ona;7;78;"Buena / ";83;284;94;968,5;22,1;8,5;5,63
12/03/2017;07:00;0;3;Muy buena / Oso ona;3;86;"Buena / ";84;288;92;969;4,2;8,5;7,04
12/03/2017;06:00;0;2;Muy buena / Oso ona;2;86;"Buena / ";83;288;93;969;0;8,5;10,51
12/03/2017;05:00;0;2;Muy buena / Oso ona;2;86;"Buena / ";84;297;96;968,6;0;8,9;13,26
12/03/2017;04:00;0;2;Muy buena / Oso ona;2;83;"Buena / ";85;307;99;968,9;0;9,1;13,66
12/03/2017;03:00;0;2;Muy buena / Oso ona;2;82;"Buena / ";86;302;100;969;0;9,4;12,68
12/03/2017;02:00;0;2;Muy buena / Oso ona;2;80;"Buena / ";88;299;100;969,5;0;9,6;11,97
12/03/2017;01:00;0;2;Muy buena / Oso ona;2;83;"Buena / ";89;303;100;969,6;0;9,5;12,5
11/03/2017;24:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";90;305;100;969,9;0;9,6;12,81
11/03/2017;23:00;0;2;Muy buena / Oso ona;2;90;"Buena / ";91;307;98;970;0;10,3;13,73
11/03/2017;22:00;0;2;Muy buena / Oso ona;2;91;"Buena / ";91;300;98;970;0;10,4;12,09
11/03/2017;21:00;0;4;Muy buena / Oso ona;4;91;"Buena / ";90;305;94;969,8;0;10,9;10,87
11/03/2017;20:00;0;4;Muy buena / Oso ona;4;89;"Buena / ";89;308;90;969,7;0;11,5;9,4
11/03/2017;19:00;0;3;Muy buena / Oso ona;3;92;"Buena / ";87;324;91;969,3;0,6;11,5;9,15
11/03/2017;18:00;0;4;Muy buena / Oso ona;4;90;"Buena / ";85;341;89;968,7;68,9;11,9;9,01
11/03/2017;17:00;0;4;Muy buena / Oso ona;4;88;"Buena / ";85;327;85;968,3;191,2;12,6;9,17
11/03/2017;16:00;1;3;Muy buena / Oso ona;5;94;"Buena / ";85;323;84;967,9;221,6;12,8;10,7
11/03/2017;15:00;1;4;Muy buena / Oso ona;6;89;"Buena / ";84;319;81;967,5;478,8;13,3;11,74
11/03/2017;14:00;1;6;Muy buena / Oso ona;8;84;"Buena / ";82;318;80;967,5;658,7;13,5;11,49
11/03/2017;13:00;1;8;Muy buena / Oso ona;9;88;"Buena / ";81;313;74;967,7;476,9;13,9;13,02
11/03/2017;12:00;3;19;Muy buena / Oso ona;23;67;"Buena / ";78;316;64;967;513,3;14,6;14,57
11/03/2017;11:00;2;15;Muy buena / Oso ona;18;80;"Buena / ";80;256;33;966;597;21,7;2,39
11/03/2017;10:00;1;11;Muy buena / Oso ona;11;89;"Buena / ";81;244;30;966;606,6;22,1;4
11/03/2017;09:00;1;7;Muy buena / Oso ona;8;90;"Buena / ";81;258;26;965,9;346,2;22,5;5,55
11/03/2017;08:00;1;8;Muy buena / Oso ona;9;83;"Buena / ";80;256;27;965,8;157,9;21,9;4,91
11/03/2017;07:00;1;8;Muy buena / Oso ona;9;77;"Buena / ";79;217;29;966;7;20,9;2,01
11/03/2017;06:00;1;11;Muy buena / Oso ona;12;73;"Buena / ";82;251;32;966,5;0;19,9;2,25
11/03/2017;05:00;2;28;Muy buena / Oso ona;30;64;"Buena / ";86;286;32;966,8;0;19,9;3,51
11/03/2017;04:00;1;7;Muy buena / Oso ona;9;85;"Buena / ";89;278;29;966,7;0;21,1;3,52
11/03/2017;03:00;1;6;Muy buena / Oso ona;8;87;"Buena / ";90;272;26;966,8;0;21,7;4,04
11/03/2017;02:00;1;7;Muy buena / Oso ona;8;88;"Buena / ";91;261;25;967,1;0;22,6;5,99
11/03/2017;01:00;0;8;Muy buena / Oso ona;8;;"Sin datos / ";91;234;29;967,3;0;21,8;6,95
10/03/2017;24:00;0;8;Muy buena / Oso ona;8;92;"Buena / ";89;229;29;968;0;22,1;6,65
10/03/2017;23:00;0;9;Muy buena / Oso ona;9;97;"Buena / ";88;217;30;968,2;0;22,8;4,67
10/03/2017;22:00;0;11;Muy buena / Oso ona;11;96;"Buena / ";85;161;30;968,2;0;23,1;4,75
10/03/2017;21:00;0;17;Muy buena / Oso ona;17;81;"Buena / ";81;140;21;968,4;0;22,7;7,92
10/03/2017;20:00;0;8;Muy buena / Oso ona;8;91;"Buena / ";80;126;17;968,7;0;22,6;7,61
10/03/2017;19:00;0;11;Muy buena / Oso ona;11;92;"Buena / ";78;121;16;968,9;2,7;22,6;7,53
10/03/2017;18:00;0;8;Muy buena / Oso ona;8;88;"Buena / ";75;111;18;968,7;268,6;23;6,44
10/03/2017;17:00;1;8;Muy buena / Oso ona;9;81;"Buena / ";74;104;29;968,9;669,3;23,6;3,23
10/03/2017;16:00;1;12;Muy buena / Oso ona;13;78;"Buena / ";73;83;35;969,5;889;23,4;2,01
10/03/2017;15:00;3;16;Muy buena / Oso ona;20;72;"Buena / ";74;113;33;970;926,3;23,7;1,43
10/03/2017;14:00;5;23;Muy buena / Oso ona;30;65;"Buena / ";75;117;36;970,6;955,8;22,7;2,31
10/03/2017;13:00;3;19;Muy buena / Oso ona;23;75;"Buena / ";78;139;33;971,3;1109,9;21,9;3,46
10/03/2017;12:00;3;15;Muy buena / Oso ona;20;73;"Buena / ";80;162;35;971,8;1138,6;21,4;3,48
10/03/2017;11:00;4;13;Muy buena / Oso ona;18;70;"Buena / ";81;153;31;972,1;1028,6;21,4;2,85
10/03/2017;10:00;0;5;Muy buena / Oso ona;6;78;"Buena / ";79;139;34;972,5;796,6;19,9;2,42
10/03/2017;09:00;1;8;Muy buena / Oso ona;8;75;"Buena / ";79;163;35;972,4;521,4;19,8;1,72
10/03/2017;08:00;0;5;Muy buena / Oso ona;5;80;"Buena / ";80;118;35;972;299,2;19,8;3,08
10/03/2017;07:00;0;5;Muy buena / Oso ona;5;84;"Buena / ";;116;37;971,8;22,4;19,1;1,89
10/03/2017;06:00;0;4;Muy buena / Oso ona;4;91;"Buena / ";;131;33;971,7;0;19,9;1,35
10/03/2017;05:00;0;4;Muy buena / Oso ona;4;91;"Buena / ";;154;35;972;0;19,3;1,2
10/03/2017;04:00;0;7;Muy buena / Oso ona;7;79;"Buena / ";;164;39;972,3;0;19,1;1,66
10/03/2017;03:00;0;13;Muy buena / Oso ona;13;55;"Muy buena / ";;148;47;972,9;0;18,8;4,32
10/03/2017;02:00;0;11;Muy buena / Oso ona;11;;"Sin datos / ";;137;59;973,6;0;17,3;3,8
10/03/2017;01:00;0;18;Muy buena / Oso ona;18;44;"Muy buena / ";65;120;79;974;0;15,3;2,84
09/03/2017;24:00;1;22;Muy buena / Oso ona;22;47;"Muy buena / ";64;122;81;974,4;0;14,6;2,2
09/03/2017;23:00;0;9;Muy buena / Oso ona;9;61;"Buena / ";64;104;85;974,8;0;14,1;2,41
09/03/2017;22:00;0;10;Muy buena / Oso ona;10;63;"Buena / ";63;112;90;975,3;0;13,2;1,2
09/03/2017;21:00;0;9;Muy buena / Oso ona;9;61;"Buena / ";62;99;84;975,2;0;14,2;0,51
09/03/2017;20:00;0;8;Muy buena / Oso ona;8;66;"Buena / ";59;134;83;975,1;0;14,4;0,89
09/03/2017;19:00;0;10;Muy buena / Oso ona;10;69;"Buena / ";55;152;80;974,9;3,7;14,7;1,72
09/03/2017;18:00;0;9;Muy buena / Oso ona;9;67;"Buena / ";51;101;76;974,6;266;15,9;1,38
09/03/2017;17:00;2;12;Muy buena / Oso ona;14;63;"Buena / ";46;46;83;974,4;672,1;14;1,26
09/03/2017;16:00;3;13;Muy buena / Oso ona;17;64;"Buena / ";40;169;83;974,3;837,7;14,3;1,72
09/03/2017;15:00;5;15;Muy buena / Oso ona;23;54;"Muy buena / ";36;253;82;974,6;907,7;14,1;1,11
09/03/2017;14:00;6;18;Muy buena / Oso ona;28;48;"Muy buena / ";34;286;84;975;942,7;14,1;0,98
09/03/2017;13:00;9;23;Muy buena / Oso ona;37;41;"Muy buena / ";32;204;84;975,6;1042,4;13,8;1,09
09/03/2017;12:00;10;22;Muy buena / Oso ona;38;36;"Muy buena / ";32;143;89;976,1;1070,9;12,3;2,09
09/03/2017;11:00;10;21;Muy buena / Oso ona;37;33;"Muy buena / ";32;120;98;976,3;992,8;10,5;3,46
09/03/2017;10:00;13;29;Muy buena / Oso ona;48;25;"Muy buena / ";32;126;100;976,5;463,5;9,1;3,56
09/03/2017;09:00;9;28;Muy buena / Oso ona;42;22;"Muy buena / ";34;128;100;976,5;189,3;8,4;3,72
09/03/2017;08:00;3;24;Muy buena / Oso ona;28;27;"Muy buena / ";37;127;100;976,1;38,7;8,2;3,64
09/03/2017;07:00;0;13;Muy buena / Oso ona;13;37;"Muy buena / ";;135;100;975,9;2,8;8,3;3,95
09/03/2017;06:00;0;9;Muy buena / Oso ona;9;36;"Muy buena / ";;111;100;976;0;8,5;2,5
09/03/2017;05:00;0;8;Muy buena / Oso ona;8;38;"Muy buena / ";;89;100;975,8;0;8,6;2,46
09/03/2017;04:00;0;12;Muy buena / Oso ona;12;41;"Muy buena / ";;128;100;975,7;0;8,9;3,84
09/03/2017;03:00;0;9;Muy buena / Oso ona;9;;"Sin datos / ";;110;100;976,2;0;9,1;2,07
09/03/2017;02:00;0;11;Muy buena / Oso ona;11;38;"Muy buena / ";54;106;100;976,4;0;9,1;2,26
09/03/2017;01:00;0;12;Muy buena / Oso ona;12;43;"Muy buena / ";54;110;100;976,5;0;9,2;2,55
08/03/2017;24:00;0;14;Muy buena / Oso ona;14;49;"Muy buena / ";56;134;100;976,7;0;9,3;3,41
08/03/2017;23:00;0;15;Muy buena / Oso ona;15;52;"Muy buena / ";56;155;100;977,3;0;9,3;3,43
08/03/2017;22:00;0;11;Muy buena / Oso ona;11;57;"Muy buena / ";57;143;100;977,9;0;9,5;3,24
08/03/2017;21:00;0;9;Muy buena / Oso ona;9;55;"Muy buena / ";57;103;98;978;0;9,6;2,54
08/03/2017;20:00;0;6;Muy buena / Oso ona;6;57;"Muy buena / ";56;62;97;978;0;9,6;2,96
08/03/2017;19:00;0;6;Muy buena / Oso ona;6;57;"Muy buena / ";54;54;99;977,6;0,4;9,5;2,81
08/03/2017;18:00;0;7;Muy buena / Oso ona;7;59;"Muy buena / ";52;41;100;977,5;12,2;9,5;2,68
08/03/2017;17:00;1;9;Muy buena / Oso ona;10;56;"Muy buena / ";48;31;100;977,6;45,3;9,7;3,2
08/03/2017;16:00;1;6;Muy buena / Oso ona;8;58;"Muy buena / ";47;25;100;977,8;216,4;10;3,85
08/03/2017;15:00;2;8;Muy buena / Oso ona;10;54;"Muy buena / ";46;17;96;977,6;740,7;10,6;4,34
08/03/2017;14:00;1;8;Muy buena / Oso ona;9;56;"Muy buena / ";45;15;90;977,7;619,3;11;3,77
08/03/2017;13:00;1;7;Muy buena / Oso ona;9;54;"Muy buena / ";45;18;90;978,1;456,8;11;4,01
08/03/2017;12:00;6;20;Muy buena / Oso ona;29;41;"Muy buena / ";46;22;89;978,1;740;12;2,4
08/03/2017;11:00;11;26;Muy buena / Oso ona;43;37;"Muy buena / ";47;213;89;978;813,4;12,4;1,07
08/03/2017;10:00;9;29;Muy buena / Oso ona;42;30;"Muy buena / ";49;140;99;977,8;305,1;10,6;1,48
08/03/2017;09:00;4;15;Muy buena / Oso ona;21;42;"Muy buena / ";55;119;96;977,7;379,9;10,8;1,24
08/03/2017;08:00;1;10;Muy buena / Oso ona;11;51;"Muy buena / ";59;129;99;977,4;166,5;10,1;0,8
08/03/2017;07:00;0;14;Muy buena / Oso ona;14;51;"Muy buena / ";;209;100;977,1;7,2;9,6;1,44
08/03/2017;06:00;0;17;Muy buena / Oso ona;17;50;"Muy buena / ";;249;100;977,1;0;9,6;1,24
08/03/2017;05:00;0;3;Muy buena / Oso ona;3;67;"Buena / ";;298;100;977;0;9,4;4,28
08/03/2017;04:00;0;2;Muy buena / Oso ona;2;;"Sin datos / ";;318;100;977,1;0;9,6;6,64
08/03/2017;03:00;0;1;Muy buena / Oso ona;1;67;"Buena / ";66;319;100;977,2;0;9,7;7,16
08/03/2017;02:00;0;2;Muy buena / Oso ona;2;66;"Buena / ";66;316;100;977,4;0;10;8,08
08/03/2017;01:00;0;2;Muy buena / Oso ona;2;66;"Buena / ";66;318;100;977,5;0;10,1;8,5
07/03/2017;24:00;0;2;Muy buena / Oso ona;2;65;"Buena / ";67;316;100;977,6;0;10,3;8,37
07/03/2017;23:00;0;2;Muy buena / Oso ona;2;66;"Buena / ";67;309;100;977,4;0;10,3;8,8
07/03/2017;22:00;0;3;Muy buena / Oso ona;3;65;"Buena / ";67;301;100;977,2;0;10,1;10,34
07/03/2017;21:00;0;3;Muy buena / Oso ona;3;65;"Buena / ";67;307;100;977,1;0;10,1;9,69
07/03/2017;20:00;0;4;Muy buena / Oso ona;4;66;"Buena / ";67;313;100;977,3;0;10,3;9,68
07/03/2017;19:00;0;3;Muy buena / Oso ona;3;66;"Buena / ";67;309;100;977,1;0,2;10,3;9,61
07/03/2017;18:00;0;3;Muy buena / Oso ona;3;69;"Buena / ";67;311;100;976,8;3,2;10,4;11,93
07/03/2017;17:00;0;4;Muy buena / Oso ona;4;69;"Buena / ";67;304;100;976,3;15;10,6;12,12
07/03/2017;16:00;0;3;Muy buena / Oso ona;3;68;"Buena / ";66;308;100;975,8;19,2;10,5;12,4
07/03/2017;15:00;0;3;Muy buena / Oso ona;3;68;"Buena / ";66;308;100;975,3;51,9;10,7;11,99
07/03/2017;14:00;0;3;Muy buena / Oso ona;4;67;"Buena / ";66;316;98;975,3;105,4;11,2;13,29
07/03/2017;13:00;1;5;Muy buena / Oso ona;6;65;"Buena / ";68;303;93;975,3;217,6;11,8;11,83
07/03/2017;12:00;1;4;Muy buena / Oso ona;6;66;"Buena / ";69;312;93;975,6;253,8;11,4;11,49
07/03/2017;11:00;0;5;Muy buena / Oso ona;5;67;"Buena / ";69;311;93;975,4;145,5;11,5;11,38
07/03/2017;10:00;0;8;Muy buena / Oso ona;8;64;"Buena / ";72;301;97;975,1;39,6;10,4;11,38
07/03/2017;09:00;1;17;Muy buena / Oso ona;18;61;"Buena / ";76;282;95;975,1;29,1;8,9;6,87
07/03/2017;08:00;1;19;Muy buena / Oso ona;19;68;"Buena / ";80;274;88;975;18,1;8,8;5,24
07/03/2017;07:00;0;16;Muy buena / Oso ona;16;73;"Buena / ";;277;81;975;1,5;8,8;4,44
07/03/2017;06:00;0;6;Muy buena / Oso ona;6;83;"Buena / ";;272;82;974,8;0;8,6;3,79
07/03/2017;05:00;0;5;Muy buena / Oso ona;5;;"Sin datos / ";;263;88;974,9;0;8,2;3,73
07/03/2017;04:00;0;8;Muy buena / Oso ona;8;78;"Buena / ";87;;;;;;
07/03/2017;03:00;0;5;Muy buena / Oso ona;5;83;"Buena / ";87;281;94;976,1;0;8;5,35
07/03/2017;02:00;0;4;Muy buena / Oso ona;4;85;"Buena / ";88;296;95;976,9;0;8,1;4,73
07/03/2017;01:00;0;4;Muy buena / Oso ona;4;86;"Buena / ";88;310;90;977,1;0;8,5;6,13
06/03/2017;24:00;0;3;Muy buena / Oso ona;3;87;"Buena / ";89;296;89;976,8;0;8,5;6,31
06/03/2017;23:00;0;4;Muy buena / Oso ona;4;89;"Buena / ";89;295;91;976,7;0;8,3;7,58
06/03/2017;22:00;0;4;Muy buena / Oso ona;4;88;"Buena / ";89;298;93;976,9;0;8,3;7,65
06/03/2017;21:00;0;4;Muy buena / Oso ona;4;89;"Buena / ";89;294;89;976,6;0;8,5;7,77
06/03/2017;20:00;0;3;Muy buena / Oso ona;3;90;"Buena / ";89;298;90;976,3;0;8,5;8,13
06/03/2017;19:00;0;5;Muy buena / Oso ona;5;89;"Buena / ";89;298;87;975,8;1,2;8,9;9,81
06/03/2017;18:00;0;5;Muy buena / Oso ona;5;88;"Buena / ";88;295;88;975,3;22,8;9,2;8,43
06/03/2017;17:00;0;2;Muy buena / Oso ona;2;90;"Buena / ";87;315;87;975,5;45,3;9,1;10,08
06/03/2017;16:00;0;2;Muy buena / Oso ona;2;92;"Buena / ";85;320;88;975,4;72,4;9,2;10,96
06/03/2017;15:00;0;2;Muy buena / Oso ona;2;89;"Buena / ";82;315;90;975;55,7;9,6;10,57
06/03/2017;14:00;0;2;Muy buena / Oso ona;2;88;"Buena / ";78;309;90;974,1;65,9;9,7;12,94
06/03/2017;13:00;0;2;Muy buena / Oso ona;2;89;"Buena / ";77;312;91;973,6;67,5;9,8;16,75
06/03/2017;12:00;0;2;Muy buena / Oso ona;2;86;"Buena / ";75;312;92;972,2;52,2;10;19,12
06/03/2017;11:00;0;2;Muy buena / Oso ona;2;80;"Buena / ";72;308;97;971,1;51,2;10,6;17,55
06/03/2017;10:00;0;3;Muy buena / Oso ona;3;79;"Buena / ";69;306;95;970;57,1;11,3;18,4
06/03/2017;09:00;0;3;Muy buena / Oso ona;3;75;"Buena / ";67;306;95;968,8;26,8;11,8;17,45
06/03/2017;08:00;0;6;Muy buena / Oso ona;6;67;"Buena / ";66;295;88;967,8;10,3;12,6;12,16
06/03/2017;07:00;0;6;Muy buena / Oso ona;6;63;"Buena / ";;304;80;967,1;0,7;13,2;8,28
06/03/2017;06:00;0;11;Muy buena / Oso ona;11;;"Sin datos / ";;281;77;966,2;0;13,6;7,19
06/03/2017;05:00;0;4;Muy buena / Oso ona;4;63;"Buena / ";66;256;76;965,5;0;13,5;8,1
06/03/2017;04:00;0;2;Muy buena / Oso ona;2;65;"Buena / ";67;245;77;965,1;0;13,4;8,21
06/03/2017;03:00;0;2;Muy buena / Oso ona;2;65;"Buena / ";67;250;78;964,7;0;13,3;10,48
06/03/2017;02:00;0;2;Muy buena / Oso ona;2;67;"Buena / ";66;239;78;964,6;0;12,9;11,71
06/03/2017;01:00;0;2;Muy buena / Oso ona;2;68;"Buena / ";66;239;80;965,1;0;12,2;10,98
