Date;Hour;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
10/10/2017;17:00;356;74;1005,2;119,7;22,5;0,56
10/10/2017;16:00;55;71;1005;306,1;23,4;2,3
10/10/2017;15:00;52;68;1005,3;378,8;23,6;2,18
10/10/2017;14:00;78;59;1005,5;392,2;24,2;1,47
10/10/2017;13:00;208;57;1006,2;572,3;24;0,51
10/10/2017;12:00;154;61;1007,1;587,2;22,8;0,4
10/10/2017;11:00;87;78;1007,6;538,4;19,4;0,56
10/10/2017;10:00;95;97;1008;417,2;14,9;0,38
10/10/2017;09:00;84;99;1008;193,4;11,9;1,24
10/10/2017;08:00;72;99;1007,8;78,9;10,9;1,15
10/10/2017;07:00;68;99;1007,3;13,5;10,6;0,98
10/10/2017;06:00;61;98;1006,9;3,9;10,4;1,28
10/10/2017;05:00;55;98;1006,7;3,3;10,3;1,38
10/10/2017;04:00;50;98;1006,6;2,5;10,3;1,81
10/10/2017;03:00;30;98;1006,8;0,3;10,4;1,37
10/10/2017;02:00;41;98;1007;0;10,7;1,31
10/10/2017;01:00;65;97;1007,2;0;11,2;1,61
09/10/2017;24:00;49;98;1007,3;0;11,4;1,74
09/10/2017;23:00;285;97;1007,6;0;11,5;0,04
09/10/2017;22:00;341;95;1007,6;0;12,1;0,33
09/10/2017;21:00;19;93;1007,6;0;12,8;0,58
09/10/2017;20:00;28;88;1007,4;0;14,3;0,57
09/10/2017;19:00;291;85;1007,4;0;15,8;0,26
09/10/2017;18:00;302;77;1007,2;8,2;18,5;0,79
09/10/2017;17:00;28;66;1006,9;129,2;21,6;1,45
09/10/2017;16:00;46;63;1006,7;286,9;22,8;2,11
09/10/2017;15:00;41;57;1006,7;433,8;24,3;1,4
09/10/2017;14:00;291;53;1006,9;544,4;24,6;0,59
09/10/2017;13:00;39;58;1007,6;598,7;22,9;0,78
09/10/2017;12:00;59;61;1008,4;588,7;21,6;1,58
09/10/2017;11:00;56;64;1008,8;562,4;19,6;1,19
09/10/2017;10:00;87;71;1009,1;439,2;16,4;0,61
09/10/2017;09:00;59;85;1008,9;180,7;11,9;1,81
09/10/2017;08:00;45;92;1008,7;148;9,5;1,5
09/10/2017;07:00;37;96;1008,4;9,7;8;1,19
09/10/2017;06:00;37;96;1008,1;0,1;7,9;1,88
09/10/2017;05:00;36;97;1008,2;0,4;8,1;1,72
09/10/2017;04:00;47;96;1008,3;0,1;8,4;1,78
09/10/2017;03:00;52;97;1008,6;0;8,7;1,8
09/10/2017;02:00;53;96;1009;0;9;1,7
09/10/2017;01:00;58;97;1009,1;0;9,4;0,92
08/10/2017;24:00
08/10/2017;23:00
08/10/2017;22:00
08/10/2017;21:00
08/10/2017;20:00
08/10/2017;19:00
08/10/2017;18:00
08/10/2017;17:00;32;58;1007,9;144,5;21,5;1,12
08/10/2017;16:00;3;51;1007,6;315,9;22,9;1,57
08/10/2017;15:00;351;50;1007,6;467,9;23,7;0,81
08/10/2017;14:00;81;49;1007,7;579,6;23,5;0,31
08/10/2017;13:00;97;52;1008,3;644,2;22,5;1,27
08/10/2017;12:00;83;57;1008,8;633,6;21,4;0,78
08/10/2017;11:00;182;74;1009,3;575,5;18,4;0,93
08/10/2017;10:00;91;96;1009,4;460,5;13,7;0,43
08/10/2017;09:00;62;98;1009,3;185,9;9,5;1,04
08/10/2017;08:00;78;98;1009;58,6;8,2;1,43
08/10/2017;07:00;59;98;1008,6;7,9;7,9;1,41
08/10/2017;06:00;54;98;1008,6;0,7;7,6;1,52
08/10/2017;05:00;66;97;1008,5;0,1;7,7;0,45
08/10/2017;04:00;68;97;1008,4;0;8;0,52
08/10/2017;03:00;57;97;1008,4;0;8,9;1,15
08/10/2017;02:00;70;97;1008,7;0;9;0,76
08/10/2017;01:00;46;97;1008,9;0;9,5;0,76
07/10/2017;24:00;60;96;1008,9;0;9,9;0,8
07/10/2017;23:00;51;95;1009,1;0;10,3;0,41
07/10/2017;22:00;51;93;1009;0;10,7;0,96
07/10/2017;21:00;80;90;1008,8;0;11,4;0,77
07/10/2017;20:00;75;85;1008,6;0;12,5;0,54
07/10/2017;19:00;35;77;1008,6;0;14;0,25
07/10/2017;18:00;52;68;1008,3;10,6;16,3;1,69
07/10/2017;17:00;51;62;1008,4;142,4;18,6;1,95
07/10/2017;16:00;58;61;1008,6;290,9;20;2,11
07/10/2017;15:00;67;58;1008,9;429,1;20,9;2,3
07/10/2017;14:00;73;56;1009,2;530,7;20,7;1,87
07/10/2017;13:00;66;57;1010,1;601,9;20,5;1,28
07/10/2017;12:00;89;62;1010,9;627;19,1;2,24
07/10/2017;11:00;146;76;1011,1;604,4;18,5;0,76
07/10/2017;10:00;87;97;1011,6;378,9;13,7;0,8
07/10/2017;09:00;71;99;1011,7;135,8;11,1;1,27
07/10/2017;08:00;72;99;1011,9;39;10,4;1,58
07/10/2017;07:00;75;99;1011,7;8,1;10,7;1,4
07/10/2017;06:00;84;99;1011,8;3,2;11;0,85
07/10/2017;05:00;43;98;1011,8;2,5;10,9;0,5
07/10/2017;04:00;56;98;1011,8;2,8;10,7;1,34
07/10/2017;03:00;56;98;1012;1,4;10,5;1,32
07/10/2017;02:00;53;98;1012,3;0,2;10,6;1,59
07/10/2017;01:00;63;98;1012,5;0;11,1;0,93
06/10/2017;24:00;48;97;1012,7;0;11,6;0,58
06/10/2017;23:00;318;96;1013,1;0;12;0,06
06/10/2017;22:00;320;95;1012,9;0;12,1;0,12
06/10/2017;21:00;59;91;1012,7;0;13,5;0,17
06/10/2017;20:00;339;86;1012,6;0;15,1;0,92
06/10/2017;19:00;309;87;1012,2;0;15,8;0,77
06/10/2017;18:00;310;85;1011,9;0,5;16,5;0,85
06/10/2017;17:00;357;83;1011,9;45,1;17,5;0,58
06/10/2017;16:00;12;84;1011,8;63,4;17,8;1,38
06/10/2017;15:00;26;83;1011,8;141,4;18,7;2,13
06/10/2017;14:00;12;87;1011,7;317,7;19;2,04
06/10/2017;13:00;310;92;1011,7;203,7;18,9;0,91
06/10/2017;12:00;274;96;1012;227,1;17,6;2,05
06/10/2017;11:00;257;97;1012,2;150,5;16,8;2,64
06/10/2017;10:00;257;96;1012,2;84,9;16,7;2,25
06/10/2017;09:00;258;92;1012;68,6;17,2;2,13
06/10/2017;08:00;259;93;1011,5;40,3;16,8;1,29
06/10/2017;07:00;272;96;1011,1;0,8;16,1;0,57
06/10/2017;06:00;272;96;1010,8;0;15,9;0,45
06/10/2017;05:00;244;96;1010,9;0;15,8;0,14
06/10/2017;04:00;262;95;1010,9;0;16,2;0,53
06/10/2017;03:00;285;94;1011,1;0;16,4;0,47
06/10/2017;02:00;280;94;1011,2;0;16,6;0,58
06/10/2017;01:00;320;93;1011,5;0;17,1;0,49
05/10/2017;24:00;302;91;1011,9;0;17,6;0,54
05/10/2017;23:00;306;93;1011,9;0;17,6;0,52
05/10/2017;22:00;315;92;1011,9;0;17,9;0,83
05/10/2017;21:00;327;93;1011,7;0;17,9;0,91
05/10/2017;20:00;279;92;1011,4;0;18,3;1,07
05/10/2017;19:00;336;90;1011,1;0;18,8;1,04
05/10/2017;18:00;355;89;1010,7;0,2;19,3;1,26
05/10/2017;17:00;14;89;1010,7;28,2;20;1,47
05/10/2017;16:00;335;90;1010,5;39;20,5;1,28
05/10/2017;15:00;302;89;1010,2;116,1;21,7;1,72
05/10/2017;14:00;265;89;1010,2;193;22,1;1,83
05/10/2017;13:00;268;94;1010,6;176,1;20,9;1,67
05/10/2017;12:00;260;96;1010,9;94,5;20,3;1,71
05/10/2017;11:00;259;97;1010,8;63,9;20;2
05/10/2017;10:00;263;97;1010,6;76,2;20,1;1,78
05/10/2017;09:00;262;98;1010,3;55,2;19,9;1,63
05/10/2017;08:00;278;98;1009,6;16,8;19,6;1,1
05/10/2017;07:00;265;98;1009,3;1,2;19,5;1,03
05/10/2017;06:00;260;98;1009;0;19,3;1,32
05/10/2017;05:00;271;99;1008,6;0;19,1;0,94
05/10/2017;04:00;277;99;1008,4;0,5;19,1;0,94
05/10/2017;03:00;264;99;1008,4;1,9;19;1,52
05/10/2017;02:00;303;99;1008,8;1,9;18,9;0,54
05/10/2017;01:00;25;99;1008,9;1,1;18,8;0,52
04/10/2017;24:00;44;98;1009;0;18,9;0,55
04/10/2017;23:00;261;98;1009,3;0;18,9;1,19
04/10/2017;22:00;261;97;1009,6;0;18,8;1,64
04/10/2017;21:00;257;97;1009,2;0;18,7;1,87
04/10/2017;20:00;292;96;1008,7;0;18,6;0,9
04/10/2017;19:00;50;93;1008,3;0;19,7;0,95
04/10/2017;18:00;316;87;1007,8;13,2;22,1;0,94
04/10/2017;17:00;43;79;1007,6;120,8;24,3;1,66
04/10/2017;16:00;62;78;1007,3;301,7;25,1;3,12
04/10/2017;15:00;60;77;1007,3;450,8;25,1;4,27
04/10/2017;14:00;62;75;1007,6;563,3;25,6;4,3
04/10/2017;13:00;72;69;1008,2;620,7;26,5;2,17
04/10/2017;12:00;56;72;1009;602,2;25,2;1,83
04/10/2017;11:00;73;73;1009,5;506,3;23,4;1,99
04/10/2017;10:00;83;83;1009,9;410,1;21;2,76
04/10/2017;09:00;60;96;1009,9;188,8;19;1,1
04/10/2017;08:00;85;99;1009,4;67,9;17,5;1,39
04/10/2017;07:00;49;99;1009;10,8;17,3;1,3
04/10/2017;06:00;67;99;1008,8;0;17,3;2,39
04/10/2017;05:00;32;98;1008,6;0;17,5;1,6
04/10/2017;04:00;354;98;1008,9;0;17,9;0,3
04/10/2017;03:00;296;98;1009,2;0;18,2;0,43
04/10/2017;02:00;316;98;1009,6;0;18,2;1,01
04/10/2017;01:00;51;98;1009,8;0;18,2;1,81
03/10/2017;24:00;58;98;1010,6;0;18;0,69
03/10/2017;23:00;357;98;1010,8;0;18;0,75
03/10/2017;22:00;25;97;1010,5;0;18;0,55
03/10/2017;21:00;354;96;1009,9;0;18,6;0,37
03/10/2017;20:00;26;94;1009,6;0;19,3;1,17
03/10/2017;19:00;73;92;1009,6;0;20,1;1,54
03/10/2017;18:00;8;91;1009,5;1,6;20,5;1,45
03/10/2017;17:00;320;89;1009,1;39,5;21,6;0,81
03/10/2017;16:00;295;85;1009;230;23;1,17
03/10/2017;15:00;338;88;1009,1;195,4;22,2;0,88
03/10/2017;14:00;348;86;1009,3;290,4;23;1,58
03/10/2017;13:00;278;86;1009,5;343,8;23,4;1,89
03/10/2017;12:00;358;86;1010;279;23,1;0,67
03/10/2017;11:00;38;94;1010,3;183,8;21,4;1,08
03/10/2017;10:00;57;99;1010,3;162;19,8;1,29
03/10/2017;09:00;51;100;1010,1;74,3;19;0,68
03/10/2017;08:00;38;100;1009,7;26,2;18,3;0,68
03/10/2017;07:00;66;100;1009,5;3,6;18,1;0,93
03/10/2017;06:00;22;100;1008,9;0,4;18,2;0,2
03/10/2017;05:00;50;100;1008,7;1,7;18,3;0,21
03/10/2017;04:00;283;100;1008,8;2,6;18,3;0,23
03/10/2017;03:00;40;100;1009,1;3,1;18,3;0,49
03/10/2017;02:00;57;100;1009,3;1,7;18,3;1
03/10/2017;01:00;57;99;1009;0,2;18,5;1,18
02/10/2017;24:00;69;99;1009,2;0,2;18,5;1,57
02/10/2017;23:00;72;99;1009,5;0;19;1,78
02/10/2017;22:00;43;99;1009,9;0;19,3;0,55
02/10/2017;21:00;314;98;1010,1;0;19,8;0,3
02/10/2017;20:00;298;98;1010,2;0;19,9;0,49
02/10/2017;19:00;44;97;1010,3;0;20,5;1,13
02/10/2017;18:00;28;95;1010,4;4,4;21,3;0,53
02/10/2017;17:00;33;92;1010,3;46,5;21,7;0,81
02/10/2017;16:00;54;94;1010,6;57,1;21,6;0,77
02/10/2017;15:00;54;93;1010,8;124,4;21,8;0,72
02/10/2017;14:00;231;95;1011,3;114;21,4;0,62
02/10/2017;13:00;250;96;1011,8;137;21,1;1,46
02/10/2017;12:00;251;98;1012,2;175,9;21;1,39
02/10/2017;11:00;267;99;1012,1;126,8;20,1;0,99
02/10/2017;10:00;262;99;1011,9;93;19,7;1,42
02/10/2017;09:00;259;99;1011,5;67,2;19,4;1,36
02/10/2017;08:00;251;99;1011,2;22,2;19;1,7
02/10/2017;07:00;251;99;1010,9;5,1;18,8;1,68
02/10/2017;06:00;256;99;1010,7;2,7;18,7;1,59
02/10/2017;05:00;243;99;1010,6;3;18,7;1,24
02/10/2017;04:00;255;99;1010,6;3,6;18,6;2,01
02/10/2017;03:00;257;99;1010,6;3,6;18,6;1,08
02/10/2017;02:00;123;99;1010,7;2,9;18,6;0,09
02/10/2017;01:00;58;99;1010,7;3,2;18,7;0,13
01/10/2017;24:00;40;99;1010,6;0,7;18,6;0,26
01/10/2017;23:00;48;99;1010,7;0,4;18,5;0,82
01/10/2017;22:00;38;98;1010,9;0,1;18,6;0,3
01/10/2017;21:00;3;98;1010,9;0,1;18,7;0,16
01/10/2017;20:00;59;98;1010,6;0;18,9;0,72
01/10/2017;19:00;144;97;1010,3;0;18,9;0,12
01/10/2017;18:00;307;96;1010;2,8;19,1;0,52
01/10/2017;17:00;55;96;1009,9;48,6;19,3;0,52
01/10/2017;16:00;67;96;1009,7;70,5;19,1;0,59
01/10/2017;15:00;62;96;1009,7;57;18,7;0,75
01/10/2017;14:00;37;97;1009,8;31,7;18,2;0,52
01/10/2017;13:00;46;96;1009,9;51,2;17,7;0,56
01/10/2017;12:00;58;96;1009,8;41,8;17,1;0,58
01/10/2017;11:00;59;96;1009,7;33,8;16,6;0,75
01/10/2017;10:00;46;97;1009,5;36,1;15,9;0,86
01/10/2017;09:00;49;96;1009,3;20,7;15,5;1,04
01/10/2017;08:00;58;96;1008,9;9,1;14,9;1,51
01/10/2017;07:00;51;96;1008,7;1;14,6;1,23
01/10/2017;06:00;65;96;1008,3;0;14,4;1,64
01/10/2017;05:00;80;95;1008,4;0;14,2;0,98
01/10/2017;04:00;54;96;1008,4;0;13,9;1,49
01/10/2017;03:00;45;96;1008,1;0;13,8;1,76
01/10/2017;02:00;48;96;1008,1;0;13,7;1,76
01/10/2017;01:00;55;96;1008,3;0;13,9;1,39
30/09/2017;24:00;57;96;1008,6;0;14,1;1,66
30/09/2017;23:00;62;96;1009;0;14,2;1,58
30/09/2017;22:00;44;95;1009,3;0;14,5;1,35
30/09/2017;21:00;28;92;1009,7;0;15,1;0,3
30/09/2017;20:00;285;91;1009,3;0;15,4;0,64
30/09/2017;19:00;32;87;1008,7;0;16;0,25
30/09/2017;18:00;60;83;1008,6;1,7;16,7;1,13
30/09/2017;17:00;49;84;1008,1;56,6;17,3;0,84
30/09/2017;16:00;36;84;1008,3;150,7;17,9;1,58
30/09/2017;15:00;33;86;1008,1;243,8;18,1;2,32
30/09/2017;14:00;29;84;1007,9;255,6;18,7;2
30/09/2017;13:00;39;84;1008;347,5;19;1,68
30/09/2017;12:00;352;92;1008,4;174;17,7;0,8
30/09/2017;11:00;358;90;1008,6;132,1;17,9;0,95
30/09/2017;10:00;280;93;1008,7;108,5;17,3;0,72
30/09/2017;09:00;340;95;1008,6;38,1;16,9;1,19
30/09/2017;08:00;18;96;1008;20;17,1;0,49
30/09/2017;07:00;346;97;1007,7;7,2;17,4;1,08
30/09/2017;06:00;264;96;1007,7;3,7;18;0,76
30/09/2017;05:00;358;95;1007,5;0;18,1;0,35
30/09/2017;04:00;295;95;1007,2;0;18,1;0,54
30/09/2017;03:00;292;95;1007,2;0;18,1;0,56
30/09/2017;02:00;286;93;1007,5;0;18,2;0,87
30/09/2017;01:00;10;92;1007,7;0;18,4;0,5
29/09/2017;24:00;262;94;1008,1;0;18,4;1,14
29/09/2017;23:00;283;94;1008,2;0;18,6;0,72
29/09/2017;22:00;337;93;1008,4;0;18,7;0,76
29/09/2017;21:00;8;90;1008,9;0;19,1;0,44
29/09/2017;20:00;317;89;1009;0;19,1;0,27
29/09/2017;19:00;264;88;1008,8;0;19,1;0,79
29/09/2017;18:00;258;83;1008,2;4,7;19,9;1,4
29/09/2017;17:00;262;72;1007,6;121;22,6;2,08
29/09/2017;16:00;256;68;1007,1;295,5;23,7;2,83
29/09/2017;15:00;261;59;1007;354;24,5;3,19
29/09/2017;14:00;294;54;1006,4;591,7;26,8;2,01
29/09/2017;13:00;306;57;1006,3;642,4;28,1;1,58
29/09/2017;12:00;274;58;1006,7;609;28,3;1,38
29/09/2017;11:00;65;65;1007,1;585,4;25,4;0,94
29/09/2017;10:00;67;86;1007,5;478,6;21,1;1,26
29/09/2017;09:00;60;98;1007,7;214,2;16,9;1
29/09/2017;08:00;68;99;1007,4;98,3;15,9;0,55
29/09/2017;07:00;41;99;1007;12,2;15,1;0,76
29/09/2017;06:00;58;98;1006,6;1,9;14,5;0,58
29/09/2017;05:00;256;98;1006,2;0,1;14,2;0,56
29/09/2017;04:00;44;98;1006,1;0;14,8;0,27
29/09/2017;03:00;337;97;1006,2;0;15;0,26
29/09/2017;02:00;309;96;1006,4;0;15,6;0,41
29/09/2017;01:00;36;96;1006,5;0;16,4;1,03
28/09/2017;24:00;3;96;1006,8;0;16,7;0,42
28/09/2017;23:00;16;93;1007,1;0;17,5;0,45
28/09/2017;22:00;268;91;1007,2;0;18,4;1,63
28/09/2017;21:00;256;93;1007,1;0;19,1;2,15
28/09/2017;20:00;258;87;1006,6;0;20,3;2,41
28/09/2017;19:00;263;75;1005,9;0;22,4;1,5
28/09/2017;18:00;348;60;1005,3;17,6;26,6;1,07
28/09/2017;17:00;59;43;1004,7;201,4;30,3;2,52
28/09/2017;16:00;72;37;1004,6;361,2;31,2;2,13
28/09/2017;15:00;73;38;1005;478,5;30,9;2,11
28/09/2017;14:00;95;39;1005,4;493,2;30,5;0,71
28/09/2017;13:00;104;43;1006;592,6;29,9;0,94
28/09/2017;12:00;190;46;1006,6;666,3;29,2;1,17
28/09/2017;11:00;175;54;1007,2;599,5;27,3;0,5
28/09/2017;10:00;118;60;1007,5;476,8;25,3;0,39
28/09/2017;09:00;355;70;1007,5;295,3;22,6;0,4
28/09/2017;08:00;25;87;1007,1;194,6;17,6;0,42
28/09/2017;07:00;33;97;1006,9;32;13,3;0,69
28/09/2017;06:00;308;97;1006,7;0;12,7;0,14
28/09/2017;05:00;40;96;1006,6;0;13,2;0,73
28/09/2017;04:00;52;97;1006,5;0;13,2;1,95
28/09/2017;03:00;34;96;1006,5;0;13,4;0,65
28/09/2017;02:00;298;94;1006,6;0;13,9;0,39
28/09/2017;01:00;69;93;1006,5;0;14,9;2,28
27/09/2017;24:00;59;94;1006,9;0;14,7;2,43
27/09/2017;23:00;39;92;1007,2;0;15,1;1,4
27/09/2017;22:00;19;92;1007,2;0;15,8;0,38
27/09/2017;21:00;255;88;1006,9;0;16,8;0,5
27/09/2017;20:00;289;81;1006,4;0;18,5;0,86
27/09/2017;19:00;284;74;1005,8;0;20;0,58
27/09/2017;18:00;257;64;1005,2;22,2;22,7;1,02
27/09/2017;17:00;313;54;1004,5;186,1;26;0,99
27/09/2017;16:00;275;50;1004,1;387,9;27,2;1,38
27/09/2017;15:00;270;54;1004;542,4;27,3;1,76
27/09/2017;14:00;283;46;1003,8;654,2;28,5;1,48
27/09/2017;13:00;242;38;1004,1;705,2;28,6;0,78
27/09/2017;12:00;219;44;1004,4;662,2;26,6;2,02
27/09/2017;11:00;203;49;1004,8;628,3;25,7;0,42
27/09/2017;10:00;76;57;1005,1;502,5;23;1,52
27/09/2017;09:00;321;68;1005;331,9;20,8;0,26
27/09/2017;08:00;22;82;1004,7;172,8;17;0,58
27/09/2017;07:00;41;96;1004,4;42,3;13;1,65
27/09/2017;06:00;38;97;1004,1;0,1;12,3;1,41
27/09/2017;05:00;34;97;1003,8;0;12,1;0,47
27/09/2017;04:00;33;96;1004;0;12,9;1,28
27/09/2017;03:00;40;97;1004,4;0;12,9;1,86
27/09/2017;02:00;57;97;1004,8;0;13;2,53
27/09/2017;01:00;60;96;1005,4;0;13,2;2,49
26/09/2017;24:00;52;96;1005,8;0;13,5;2,34
26/09/2017;23:00;52;95;1006,2;0;14,1;2,08
26/09/2017;22:00;71;92;1006,5;0;14,7;2,2
26/09/2017;21:00;58;89;1006,7;0;15,3;2,29
26/09/2017;20:00;53;84;1006,5;0;16,3;2,79
26/09/2017;19:00;48;82;1006,3;0;17;2,93
26/09/2017;18:00;46;78;1006,1;33,1;18,7;3,04
26/09/2017;17:00;44;74;1006;188,6;20,6;3,36
26/09/2017;16:00;41;72;1005,9;335,3;21,5;3,35
26/09/2017;15:00;34;70;1006,1;182,1;21,3;2,67
26/09/2017;14:00;20;65;1006,7;457,5;22,7;1,93
26/09/2017;13:00;342;65;1007,3;531,6;23,1;1,19
26/09/2017;12:00;10;67;1007,8;803;22,4;1,59
26/09/2017;11:00;287;73;1008,1;534,3;21;1,53
26/09/2017;10:00;272;80;1008,3;422,8;19,8;1,44
26/09/2017;09:00;48;88;1008,3;313,6;18,5;0,11
26/09/2017;08:00;318;97;1008,5;50,5;16,5;0,41
26/09/2017;07:00;36;98;1008,4;3,7;15,8;0,53
26/09/2017;06:00;29;98;1008,2;0;15,7;0,67
26/09/2017;05:00;338;97;1008,2;0;15,6;0,41
26/09/2017;04:00;331;97;1008,3;0;15,7;0,41
26/09/2017;03:00;279;97;1008,6;0;15,8;0,9
26/09/2017;02:00;265;97;1008,8;0,1;15,8;1,06
26/09/2017;01:00;278;97;1008,9;0,9;15,5;0,57
25/09/2017;24:00;268;96;1009,1;0;15,5;0,35
25/09/2017;23:00;285;94;1009,2;0;15,5;0,4
25/09/2017;22:00;297;94;1009,5;0;15,7;0,62
25/09/2017;21:00;305;94;1009,6;0;15,5;0,54
25/09/2017;20:00;282;91;1009,6;0;16,2;0,93
25/09/2017;19:00;308;88;1009,5;0;16,6;0,92
25/09/2017;18:00;267;83;1009,4;15,5;17,5;1,61
25/09/2017;17:00;256;79;1009,2;118,4;18,7;3,07
25/09/2017;16:00;270;86;1009;209,8;18;1,96
25/09/2017;15:00;258;85;1009;211,3;17,4;3,95
25/09/2017;14:00;263;80;1008,6;320,9;19,4;3,12
25/09/2017;13:00;282;77;1008,4;310,3;20,3;2,01
25/09/2017;12:00;274;76;1008,3;422;20,2;1,77
25/09/2017;11:00;278;81;1008,6;298,2;19,2;1,69
25/09/2017;10:00;254;87;1008,6;289,8;18,2;1,96
25/09/2017;09:00;299;98;1008,3;143,7;16,8;0,6
25/09/2017;08:00;43;98;1007,7;49,3;15,7;0,74
25/09/2017;07:00;38;98;1007,3;13,8;15,5;0,7
25/09/2017;06:00;313;97;1006,8;0,3;15,8;0,37
25/09/2017;05:00;9;97;1006,6;0;16,4;0,49
25/09/2017;04:00;306;97;1006,4;0;16,4;0,31
25/09/2017;03:00;271;96;1006,3;0,1;16,4;0,99
25/09/2017;02:00;41;95;1005,8;0,4;16,8;0,88
25/09/2017;01:00;62;91;1006,6;0,8;17,5;0,32
24/09/2017;24:00;244;89;1007;0;18;0,72
24/09/2017;23:00;254;90;1006,8;0;18,4;3,03
24/09/2017;22:00;254;92;1006,3;0;18,6;2,63
24/09/2017;21:00;251;93;1005,3;0;18,6;1,74
24/09/2017;20:00;253;93;1004,4;0;18,9;1,83
24/09/2017;19:00;253;93;1003,7;0;18,9;1,91
24/09/2017;18:00;256;85;1003,2;22,6;20,8;1,97
24/09/2017;17:00;258;71;1002,9;136,7;24;2,35
24/09/2017;16:00;255;68;1002,7;331,2;26;2,44
24/09/2017;15:00;256;66;1002,6;461,1;26,8;2,06
24/09/2017;14:00;258;67;1003;516,9;26,3;2,57
24/09/2017;13:00;279;48;1003,1;602,3;30,3;1,28
24/09/2017;12:00;67;46;1003,7;628,1;28,8;0,9
24/09/2017;11:00;69;58;1004,3;630,6;25,7;1,18
24/09/2017;10:00;79;68;1004,6;470,5;22,3;1,15
24/09/2017;09:00;80;83;1004,7;294,2;18,1;1,06
24/09/2017;08:00;69;90;1004,7;166,3;15,9;1,16
24/09/2017;07:00;51;96;1004,6;36,3;13,8;0,72
24/09/2017;06:00;66;97;1004,5;0;13,6;1,22
24/09/2017;05:00;43;97;1004,7;0;14;1,25
24/09/2017;04:00;47;96;1005;0;14,3;1,12
24/09/2017;03:00;50;96;1005,4;0;14,6;0,62
24/09/2017;02:00;51;96;1005,9;0;15;1,32
24/09/2017;01:00;51;95;1006,3;0;15,2;1,66
23/09/2017;24:00;67;95;1006,3;0;15,5;1,19
23/09/2017;23:00;89;92;1006,3;0;16,1;0,1
23/09/2017;22:00;221;88;1006,1;0;17,1;0,2
23/09/2017;21:00;264;88;1005,8;0;17,9;0,94
23/09/2017;20:00;252;88;1005,2;0;19,2;1,66
23/09/2017;19:00;256;69;1004;0;22,4;1,39
23/09/2017;18:00;300;55;1003,1;31,4;26,6;0,89
23/09/2017;17:00;352;37;1002,2;221,5;30,4;0,65
23/09/2017;16:00;10;37;1001,9;378,8;30,9;0,37
23/09/2017;15:00;131;40;1002,3;572,9;30,1;0,49
23/09/2017;14:00;220;44;1002,7;681,2;29,2;1,16
23/09/2017;13:00;222;47;1003,3;731,8;27,7;2,73
23/09/2017;12:00;196;51;1003,8;687,9;26,7;2,51
23/09/2017;11:00;188;57;1004,1;638,5;25,3;2,03
23/09/2017;10:00;181;64;1004,4;479,3;23,6;1,5
23/09/2017;09:00;216;86;1004,4;360;20;0,64
23/09/2017;08:00;44;98;1004,3;130,9;15,3;0,57
23/09/2017;07:00;51;98;1004,3;27,8;13,1;0,78
23/09/2017;06:00;62;98;1004,3;0;13,6;0,94
23/09/2017;05:00;64;98;1004,5;0;14;0,93
23/09/2017;04:00;50;98;1004,7;0;14,2;0,88
23/09/2017;03:00;77;98;1005,4;0;14,8;2,05
23/09/2017;02:00;78;98;1006,3;0;15,4;1,8
23/09/2017;01:00;72;98;1007,1;0;15,8;1,01
22/09/2017;24:00;39;98;1007,1;0;16;0,35
22/09/2017;23:00;279;98;1007,4;0;15,8;0,29
22/09/2017;22:00;22;97;1007,6;0;15,9;0,6
22/09/2017;21:00;333;97;1007,6;0;16,4;0,57
22/09/2017;20:00;284;96;1007,5;0;16,6;0,55
22/09/2017;19:00;257;96;1007,3;0;16,7;1
22/09/2017;18:00;256;94;1007,3;9,8;17;1,48
22/09/2017;17:00;257;93;1007,3;52,2;17,1;1,47
22/09/2017;16:00;262;92;1007,5;92,6;17,1;1,66
22/09/2017;15:00;268;90;1007,8;114,8;17,4;1,03
22/09/2017;14:00;254;90;1008,2;171,5;17,3;1,34
22/09/2017;13:00;270;90;1008,7;167,9;17,1;1,42
22/09/2017;12:00;260;89;1008,9;270,6;17,5;1,56
22/09/2017;11:00;265;92;1009;221,6;16,8;1,52
22/09/2017;10:00;257;94;1008,7;121,8;16,5;1,28
22/09/2017;09:00;229;96;1008,2;85,5;15,7;1,2
22/09/2017;08:00;250;97;1007,9;29,2;15,1;1,83
22/09/2017;07:00;262;98;1007,5;3,5;16;1,61
22/09/2017;06:00;253;97;1006,9;0,6;16,3;1,48
22/09/2017;05:00;255;96;1006,6;2,2;16;0,94
22/09/2017;04:00;12;95;1006,6;0;16;0,21
22/09/2017;03:00;31;95;1006,7;0;15,9;0,57
22/09/2017;02:00;318;95;1006,9;0;15,9;0,21
22/09/2017;01:00;346;95;1007,1;0;15,9;0,35
21/09/2017;24:00;338;94;1007;0;16,2;0,42
21/09/2017;23:00;18;94;1007;0;16,3;0,77
21/09/2017;22:00;288;93;1006,8;0;16,5;0,49
21/09/2017;21:00;350;91;1006,7;0;17,1;0,45
21/09/2017;20:00;283;88;1006,4;0;17,5;0,55
21/09/2017;19:00;292;86;1006,3;0;18,3;0,94
21/09/2017;18:00;270;82;1006;15;19;1,33
21/09/2017;17:00;261;77;1005,4;121,9;19,7;2,07
21/09/2017;16:00;264;79;1004,7;110,6;20,1;1,68
