Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA;SO2 (µg/m3);SO2 - ICA
15/02/2017;06:00;0,28;"Muy buena / ";0,28;14;44;Muy buena / Oso ona;66;11;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
15/02/2017;05:00;0,29;"Muy buena / ";0,3;12;35;Muy buena / Oso ona;54;6;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
15/02/2017;04:00;0,27;"Muy buena / ";0,31;3;28;Muy buena / Oso ona;32;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
15/02/2017;03:00;0,25;"Muy buena / ";0,32;7;29;Muy buena / Oso ona;40;15;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
15/02/2017;02:00;0,23;"Muy buena / ";0,32;5;28;Muy buena / Oso ona;35;13;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
15/02/2017;01:00;0,25;"Muy buena / ";0,33;1;43;Muy buena / Oso ona;45;15;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;24:00;0,3;"Muy buena / ";0,33;10;62;Muy buena / Oso ona;77;19;Muy buena / Oso ona;15;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;23:00;0,4;"Muy buena / ";0,31;16;68;Muy buena / Oso ona;92;20;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;22:00;0,45;"Muy buena / ";0,29;40;81;Muy buena / Oso ona;142;16;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
14/02/2017;21:00;0,33;"Muy buena / ";0,25;13;54;Muy buena / Oso ona;74;16;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;20:00;0,32;"Muy buena / ";0,23;11;44;Muy buena / Oso ona;60;14;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;19:00;0,31;"Muy buena / ";0,22;10;42;Muy buena / Oso ona;57;15;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;18:00;0,27;"Muy buena / ";0,22;10;41;Muy buena / Oso ona;56;12;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
14/02/2017;17:00;0,23;"Muy buena / ";0,25;2;24;Muy buena / Oso ona;28;7;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;16:00;0,21;"Muy buena / ";0,3;2;17;Muy buena / Oso ona;19;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;15:00;0,2;"Muy buena / ";0,34;3;12;Muy buena / Oso ona;16;10;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;14:00;0,17;"Muy buena / ";0,35;5;16;Muy buena / Oso ona;24;9;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;13:00;0,16;"Muy buena / ";0,36;4;17;Muy buena / Oso ona;23;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;12:00;0,23;"Muy buena / ";0,38;16;35;Muy buena / Oso ona;60;16;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
14/02/2017;11:00;0,29;"Muy buena / ";0,38;32;53;Muy buena / Oso ona;102;27;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
14/02/2017;10:00;0,54;"Muy buena / ";0,37;107;78;Muy buena / Oso ona;242;40;Muy buena / Oso ona;8;Muy buena / Oso ona;5;Muy buena / Oso ona
14/02/2017;09:00;0,65;"Muy buena / ";0,32;106;82;Muy buena / Oso ona;244;20;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
14/02/2017;08:00;0,47;"Muy buena / ";0,27;51;70;Muy buena / Oso ona;148;11;Muy buena / Oso ona;7;Muy buena / Oso ona;4;Muy buena / Oso ona
14/02/2017;07:00;0,29;"Muy buena / ";0,23;14;45;Muy buena / Oso ona;66;9;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;06:00;0,3;"Muy buena / ";0,23;5;35;Muy buena / Oso ona;42;8;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;05:00;0,27;"Muy buena / ";0,22;5;22;Muy buena / Oso ona;29;6;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;04:00;0,22;"Muy buena / ";0,21;1;15;Muy buena / Oso ona;16;5;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;03:00;0,21;"Muy buena / ";0,22;1;17;Muy buena / Oso ona;18;5;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;02:00;0,18;"Muy buena / ";0,22;0;9;Muy buena / Oso ona;9;7;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
14/02/2017;01:00;0,18;"Muy buena / ";0,23;0;13;Muy buena / Oso ona;13;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;24:00;0,2;"Muy buena / ";0,23;1;15;Muy buena / Oso ona;16;8;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;23:00;0,26;"Muy buena / ";0,23;4;44;Muy buena / Oso ona;50;9;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;22:00;0,21;"Muy buena / ";0,22;2;22;Muy buena / Oso ona;25;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;21:00;0,24;"Muy buena / ";0,22;3;44;Muy buena / Oso ona;48;9;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;20:00;0,25;"Muy buena / ";0,22;5;57;Muy buena / Oso ona;65;8;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;19:00;0,26;"Muy buena / ";0,21;7;51;Muy buena / Oso ona;62;6;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;18:00;0,21;"Muy buena / ";0,2;2;31;Muy buena / Oso ona;33;6;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;17:00;0,19;"Muy buena / ";0,19;3;22;Muy buena / Oso ona;27;8;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;16:00;0,2;"Muy buena / ";0,19;4;20;Muy buena / Oso ona;26;8;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;15:00;0,22;"Muy buena / ";0,19;4;25;Muy buena / Oso ona;31;18;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;14:00;0,2;"Muy buena / ";0,18;4;17;Muy buena / Oso ona;24;16;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;13:00;0,21;"Muy buena / ";0,18;4;14;Muy buena / Oso ona;21;14;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;12:00;0,18;"Muy buena / ";0,17;3;11;Muy buena / Oso ona;16;15;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;11:00;0,16;"Muy buena / ";0,17;4;11;Muy buena / Oso ona;17;16;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;10:00;0,16;"Muy buena / ";0,17;3;10;Muy buena / Oso ona;14;10;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;09:00;0,19;"Muy buena / ";0,18;2;13;Muy buena / Oso ona;16;15;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;08:00;0,18;"Muy buena / ";0,19;2;12;Muy buena / Oso ona;15;18;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;07:00;0,17;"Muy buena / ";0,19;1;8;Muy buena / Oso ona;10;24;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;06:00;0,16;"Muy buena / ";0,2;1;4;Muy buena / Oso ona;5;24;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;05:00;0,16;"Muy buena / ";0,2;0;4;Muy buena / Oso ona;5;21;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;04:00;0,15;"Muy buena / ";0,21;0;2;Muy buena / Oso ona;2;25;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;03:00;0,16;"Muy buena / ";0,22;0;3;Muy buena / Oso ona;3;23;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;02:00;0,25;"Muy buena / ";0,23;0;3;Muy buena / Oso ona;3;19;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
13/02/2017;01:00;0,24;"Muy buena / ";0,23;0;5;Muy buena / Oso ona;5;22;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;24:00;0,23;"Muy buena / ";0,22;0;4;Muy buena / Oso ona;4;29;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;23:00;0,23;"Muy buena / ";0,22;0;5;Muy buena / Oso ona;5;33;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;22:00;0,22;"Muy buena / ";0,22;0;5;Muy buena / Oso ona;6;36;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;21:00;0,22;"Muy buena / ";0,21;1;9;Muy buena / Oso ona;11;41;Buena / Ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;20:00;0,24;"Muy buena / ";0,2;2;13;Muy buena / Oso ona;16;36;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;19:00;0,23;"Muy buena / ";0,18;1;11;Muy buena / Oso ona;14;41;Buena / Ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;18:00;0,23;"Muy buena / ";0,17;1;11;Muy buena / Oso ona;14;41;Buena / Ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;17:00;0,22;"Muy buena / ";0,16;1;10;Muy buena / Oso ona;12;32;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;16:00;0,2;"Muy buena / ";0,15;2;8;Muy buena / Oso ona;11;33;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;15:00;0,19;"Muy buena / ";0,15;2;9;Muy buena / Oso ona;12;29;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;14:00;0,14;"Muy buena / ";0,14;2;12;Muy buena / Oso ona;15;14;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;13:00;0,13;"Muy buena / ";0,15;3;9;Muy buena / Oso ona;13;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;12:00;0,13;"Muy buena / ";0,16;1;8;Muy buena / Oso ona;10;3;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;11:00;0,15;"Muy buena / ";0,17;1;9;Muy buena / Oso ona;11;12;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;10:00;0,15;"Muy buena / ";0,18;1;7;Muy buena / Oso ona;9;28;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;09:00;0,16;"Muy buena / ";0,2;1;7;Muy buena / Oso ona;9;40;Muy buena / Oso ona;13;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;08:00;0,15;"Muy buena / ";0,22;1;6;Muy buena / Oso ona;8;40;Muy buena / Oso ona;12;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;07:00;0,16;"Muy buena / ";0,23;0;5;Muy buena / Oso ona;6;30;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;06:00;0,18;"Muy buena / ";0,25;1;7;Muy buena / Oso ona;8;20;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;05:00;0,19;"Muy buena / ";0,28;1;6;Muy buena / Oso ona;7;13;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;04:00;0,2;"Muy buena / ";0,3;0;5;Muy buena / Oso ona;5;12;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;03:00;0,21;"Muy buena / ";0,32;0;8;Muy buena / Oso ona;8;13;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;02:00;0,31;"Muy buena / ";0,33;4;25;Muy buena / Oso ona;31;12;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
12/02/2017;01:00;0,33;"Muy buena / ";0,33;1;32;Muy buena / Oso ona;34;14;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;24:00;0,34;"Muy buena / ";0,31;3;25;Muy buena / Oso ona;30;15;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;23:00;0,34;"Muy buena / ";0,3;6;26;Muy buena / Oso ona;34;18;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;22:00;0,36;"Muy buena / ";0,28;8;37;Muy buena / Oso ona;50;15;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;21:00;0,36;"Muy buena / ";0,27;9;36;Muy buena / Oso ona;50;6;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;20:00;0,31;"Muy buena / ";0,25;8;32;Muy buena / Oso ona;44;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;19:00;0,3;"Muy buena / ";0,25;9;39;Muy buena / Oso ona;52;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;18:00;0,29;"Muy buena / ";0,24;10;37;Muy buena / Oso ona;52;9;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;17:00;0,23;"Muy buena / ";0,24;4;30;Muy buena / Oso ona;37;13;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;16:00;0,2;"Muy buena / ";0,24;4;21;Muy buena / Oso ona;27;11;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;15:00;0,19;"Muy buena / ";0,25;2;19;Muy buena / Oso ona;22;15;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;14:00;0,26;"Muy buena / ";0,25;8;23;Muy buena / Oso ona;34;16;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;13:00;0,25;"Muy buena / ";0,25;5;16;Muy buena / Oso ona;23;18;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;12:00;0,25;"Muy buena / ";0,25;5;18;Muy buena / Oso ona;26;15;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;11:00;0,27;"Muy buena / ";0,25;6;21;Muy buena / Oso ona;30;16;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;10:00;0,27;"Muy buena / ";0,24;3;16;Muy buena / Oso ona;20;19;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;09:00;0,26;"Muy buena / ";0,23;3;14;Muy buena / Oso ona;19;13;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;08:00;0,25;"Muy buena / ";0,22;4;17;Muy buena / Oso ona;23;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;07:00;0,23;"Muy buena / ";0,21;2;11;Muy buena / Oso ona;15;12;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;06:00;0,25;"Muy buena / ";0,21;8;23;Muy buena / Oso ona;34;11;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;05:00;0,26;"Muy buena / ";0,21;3;16;Muy buena / Oso ona;21;10;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;04:00;0,2;"Muy buena / ";0,22;2;6;Muy buena / Oso ona;8;13;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;03:00;0,2;"Muy buena / ";0,22;0;7;Muy buena / Oso ona;7;20;Muy buena / Oso ona;10;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;02:00;0,17;"Muy buena / ";0,22;1;9;Muy buena / Oso ona;10;;Sin datos / Daturik gabe;14;Muy buena / Oso ona;3;Muy buena / Oso ona
11/02/2017;01:00;0,17;"Muy buena / ";0,24;2;10;Muy buena / Oso ona;13;;Sin datos / Daturik gabe;15;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;24:00;0,18;"Muy buena / ";0,25;1;11;Muy buena / Oso ona;13;20;Muy buena / Oso ona;9;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;23:00;0,24;"Muy buena / ";0,25;4;24;Muy buena / Oso ona;30;20;Muy buena / Oso ona;14;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;22:00;0,28;"Muy buena / ";0,24;8;37;Muy buena / Oso ona;49;28;Muy buena / Oso ona;17;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;21:00;0,28;"Muy buena / ";0,23;12;49;Muy buena / Oso ona;66;27;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;20:00;0,26;"Muy buena / ";0,22;9;47;Muy buena / Oso ona;60;23;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;19:00;0,21;"Muy buena / ";0,21;5;37;Muy buena / Oso ona;44;24;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;18:00;0,28;"Muy buena / ";0,2;13;46;Muy buena / Oso ona;66;21;Muy buena / Oso ona;13;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;17:00;0,24;"Muy buena / ";0,2;9;29;Muy buena / Oso ona;42;18;Muy buena / Oso ona;12;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;16:00;0,21;"Muy buena / ";0,2;6;23;Muy buena / Oso ona;33;15;Muy buena / Oso ona;5;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;15:00;0,22;"Muy buena / ";0,21;8;21;Muy buena / Oso ona;33;18;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;14:00;0,19;"Muy buena / ";0,21;7;21;Muy buena / Oso ona;32;16;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;13:00;0,17;"Muy buena / ";0,22;6;17;Muy buena / Oso ona;26;11;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;12:00;0,16;"Muy buena / ";0,22;6;15;Muy buena / Oso ona;25;9;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;11:00;0,17;"Muy buena / ";0,23;9;22;Muy buena / Oso ona;35;10;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;10:00;0,24;"Muy buena / ";0,24;8;23;Muy buena / Oso ona;35;17;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;09:00;0,3;"Muy buena / ";0,25;12;29;Muy buena / Oso ona;48;11;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;08:00;0,26;"Muy buena / ";0,26;3;23;Muy buena / Oso ona;28;13;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;07:00;0,24;"Muy buena / ";0,3;2;17;Muy buena / Oso ona;20;11;Muy buena / Oso ona;10;Muy buena / Oso ona;4;Muy buena / Oso ona
10/02/2017;06:00;0,23;"Muy buena / ";0,33;2;13;Muy buena / Oso ona;16;8;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;05:00;0,18;"Muy buena / ";0,36;1;10;Muy buena / Oso ona;11;10;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;04:00;0,26;"Muy buena / ";0,39;2;35;Muy buena / Oso ona;38;11;Muy buena / Oso ona;7;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;03:00;0,22;"Muy buena / ";0,41;2;32;Muy buena / Oso ona;34;12;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;02:00;0,26;"Muy buena / ";0,43;3;39;Muy buena / Oso ona;42;19;Muy buena / Oso ona;8;Muy buena / Oso ona;3;Muy buena / Oso ona
10/02/2017;01:00;0,39;"Muy buena / ";0,42;15;62;Muy buena / Oso ona;84;27;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;24:00;0,54;"Muy buena / ";0,38;36;69;Muy buena / Oso ona;124;22;Muy buena / Oso ona;14;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;23:00;0,39;"Muy buena / ";0,34;13;65;Muy buena / Oso ona;85;32;Muy buena / Oso ona;18;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;22:00;0,52;"Muy buena / ";0,33;47;75;Muy buena / Oso ona;147;37;Muy buena / Oso ona;16;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;21:00;0,44;"Muy buena / ";0,3;45;78;Muy buena / Oso ona;146;22;Muy buena / Oso ona;17;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;20:00;0,46;"Muy buena / ";;46;83;Muy buena / Oso ona;154;22;Muy buena / Oso ona;15;Muy buena / Oso ona;5;Muy buena / Oso ona
09/02/2017;19:00;0,4;"Muy buena / ";;38;95;Muy buena / Oso ona;153;15;Muy buena / Oso ona;9;Muy buena / Oso ona;5;Muy buena / Oso ona
09/02/2017;18:00;0,28;"Muy buena / ";;14;67;Muy buena / Oso ona;88;9;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;17:00;0,19;"Muy buena / ";;5;32;Muy buena / Oso ona;39;7;Muy buena / Oso ona;4;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;16:00;0,18;"Muy buena / ";;4;21;Muy buena / Oso ona;27;6;Muy buena / Oso ona;6;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;15:00;0,19;"Muy buena / ";;6;23;Muy buena / Oso ona;32;12;Muy buena / Oso ona;9;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;14:00;;"Sin datos / ";0,29;7;23;Muy buena / Oso ona;34;;Sin datos / Daturik gabe;9;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;13:00;;"Sin datos / ";0,28;11;27;Muy buena / Oso ona;43;16;Muy buena / Oso ona;11;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;12:00;0,26;"Muy buena / ";0,27;31;52;Muy buena / Oso ona;99;12;Muy buena / Oso ona;2;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;11:00;0,25;"Muy buena / ";0,26;22;47;Muy buena / Oso ona;80;6;Muy buena / Oso ona;1;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;10:00;0,21;"Muy buena / ";0,27;10;35;Muy buena / Oso ona;50;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;09:00;0,25;"Muy buena / ";0,28;13;44;Muy buena / Oso ona;64;9;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;08:00;0,41;"Muy buena / ";0,27;61;74;Muy buena / Oso ona;167;13;Muy buena / Oso ona;8;Muy buena / Oso ona;4;Muy buena / Oso ona
09/02/2017;07:00;0,35;"Muy buena / ";0,26;29;55;Muy buena / Oso ona;100;7;Muy buena / Oso ona;5;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;06:00;0,26;"Muy buena / ";0,26;6;43;Muy buena / Oso ona;52;7;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;05:00;0,19;"Muy buena / ";0,27;1;17;Muy buena / Oso ona;19;;Sin datos / Daturik gabe;2;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;04:00;0,19;"Muy buena / ";0,28;1;11;Muy buena / Oso ona;12;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;03:00;0,2;"Muy buena / ";0,3;1;12;Muy buena / Oso ona;13;7;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;02:00;0,32;"Muy buena / ";0,29;0;13;Muy buena / Oso ona;13;4;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
09/02/2017;01:00;0,28;"Muy buena / ";0,29;0;12;Muy buena / Oso ona;12;4;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;24:00;0,28;"Muy buena / ";0,28;1;15;Muy buena / Oso ona;16;;Sin datos / Daturik gabe;7;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;23:00;0,32;"Muy buena / ";0,27;2;32;Muy buena / Oso ona;34;8;Muy buena / Oso ona;6;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;22:00;0,31;"Muy buena / ";0,25;3;38;Muy buena / Oso ona;43;6;Muy buena / Oso ona;3;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;21:00;0,29;"Muy buena / ";0,22;10;40;Muy buena / Oso ona;55;10;Muy buena / Oso ona;4;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;20:00;0,29;"Muy buena / ";0,2;10;45;Muy buena / Oso ona;60;6;Muy buena / Oso ona;1;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;19:00;0,3;"Muy buena / ";0,18;13;56;Muy buena / Oso ona;75;5;Muy buena / Oso ona;2;Muy buena / Oso ona;3;Muy buena / Oso ona
08/02/2017;18:00;0,24;"Muy buena / ";0,17;7;46;Muy buena / Oso ona;57;;Sin datos / Daturik gabe;5;Muy buena / Oso ona;3;Muy buena / Oso ona
